id	replyCount	likeCount	publishedAt	authorName	text	authorChannelId	authorChannelUrl	isReply	isReplyTo	isReplyToName
UgxWDbJ7cINAlpmUDrh4AaABAg	0	0	2020-02-17 16:45:13	Вячеслав Павлов	Мне всегда казалось, что в США это так работает: Есть условно 100 безумных ученых с революционными идеями. Инвестор дает каждому по миллиону, потом 99 оказываются недоучками и шарлатанами, а один условный фейсбук выстреливает и приносит инвестору 200 лямов (профит). Потом про фейсбук говорят все, а про 99 остальных никто никогда не вспоминает.	UCalQDQ7Ahyt0D7NhC4lFf5w	http://www.youtube.com/channel/UCalQDQ7Ahyt0D7NhC4lFf5w	0		
UgxZvIo4j4hbWTpMWVd4AaABAg	0	0	2020-02-17 14:03:26	Женя Кудревич	ДА Тесла НЕ Маска!!! Йомайо!!!!!	UCpfJ4MZXX3XglZNFVT6K4yg	http://www.youtube.com/channel/UCpfJ4MZXX3XglZNFVT6K4yg	0		
UgzWWDMxJ54oWDpdpRB4AaABAg	0	0	2020-02-16 16:29:38	Сергей Серый	Книга уже переведена и издана.	UCuqBMxvaY97XI5DVMVftdLw	http://www.youtube.com/channel/UCuqBMxvaY97XI5DVMVftdLw	0		
UgyP77Kg8_Nc9UpeDXJ4AaABAg	0	0	2020-02-16 14:42:50	dr.Drake Woodsky	Кто от Садонина	UCgvLg1GREAWjQm6MArklD4g	http://www.youtube.com/channel/UCgvLg1GREAWjQm6MArklD4g	0		
Ugwp3GIxDBhf2s_rOXx4AaABAg	0	0	2020-02-16 11:41:50	Иван Гомаз	Таких мудаков начальников сейчас полно, сами без образования специального , без малейшего понимания тех процессов, но ты сделай!!! как хочешь ты же специалист, а если удаётся сделать, &quot;ну я же говорил ты просто не хочешь&quot; правда потом все лавры ему достанутся как будто он лично всё придумал, или &quot;ты не профессионал потому не можешь мы найдём другого&quot;. В дом.ру директриса такая была, Поротикова, на собрании сидеть смешно какую ахинею городит, требовала &quot;порты&quot; (так она называла &quot;сухарик&quot; 110 кросса) подключенцам дать что бы они их лично подключали не дожидаясь сервиса, а то что до &quot;порта&quot; ещё кабель дотянуть надо чтоб он заработал это уже &quot;технические тонкости&quot; )))))) Так директором и работает, ушла в другую контору , нафиг знания главное всех задрочить как нить да получиться)))))	UC77AjK906MmrUEXUp-aLZSA	http://www.youtube.com/channel/UC77AjK906MmrUEXUp-aLZSA	0		
Ugy5jrr96kYsa30KLCF4AaABAg	0	0	2020-02-16 11:38:03	VEK 77	Спасибо!	UC-ywsX82gk4vSXPjilkjZQw	http://www.youtube.com/channel/UC-ywsX82gk4vSXPjilkjZQw	0		
Ugw64xAxcB4_KHg39QN4AaABAg	0	1	2020-02-16 11:06:08	Korum Star	&quot;Лох не мамонт, не вымрет&quot; (с) &quot;Капитализм - щастье! За*бизь!&quot; (с) Технологический прогресс замедляется. Технологический прогресс не выгоден.	UCs2x5HdTr7YeUw_bgf17GwQ	http://www.youtube.com/channel/UCs2x5HdTr7YeUw_bgf17GwQ	0		
UgxIBrjqFV40ZNrCEnt4AaABAg	0	0	2020-02-16 09:57:06	ALEXZANDR GAMES	Молодец! Сделал выпуск про жуликов и прорекламировал жуликов(школа 21).Это талант!<br />P.S. Если Вы верите что в России может быть что-то бесплатно, то Вы МЯГКО ГОВОРЯ НАИВНЫ !	UC5dnlE_vE1hS_OvkOVesW6w	http://www.youtube.com/channel/UC5dnlE_vE1hS_OvkOVesW6w	0		
UgxA2Akzlwy_rUHVOSl4AaABAg	0	1	2020-02-14 12:28:21	Алексей Добрынин	<a href="https://www.youtube.com/watch?v=as8HDETraSY&amp;t=4m03s">4:03</a> такого плавного перехода на рекламу я ещё не видел. Респект)))	UCElA3QQbBklQjnAyDpnK_YQ	http://www.youtube.com/channel/UCElA3QQbBklQjnAyDpnK_YQ	0		
UgwEYetBI0TaiwhrKC54AaABAg	0	0	2020-02-11 18:33:45	Андрей Костенко	...не тебе кл0уну 0 том судить🤕👎💩🕳️	UCay993KE7AxMHbv8dmSSNzQ	http://www.youtube.com/channel/UCay993KE7AxMHbv8dmSSNzQ	0		
UgzXHkZnPnbaU1r-hqN4AaABAg	0	1	2020-02-10 15:56:20	RusYa_Ufa	Это еще что! Вот когда посадят Илона Маска - столько пердаков в мире подорвет)))	UCDnXUjSqHaiGSos5Xug0srQ	http://www.youtube.com/channel/UCDnXUjSqHaiGSos5Xug0srQ	0		
Ugwqh8EcWhSffdLeV_Z4AaABAg	0	0	2020-02-08 21:16:57	Женя Иванцов	Пусечка моя, молодец!	UCrQmEZTp-5IDUci_6XGlM0Q	http://www.youtube.com/channel/UCrQmEZTp-5IDUci_6XGlM0Q	0		
Ugyh59GmJ5HId2zgJcx4AaABAg	0	0	2020-02-08 20:30:56	Алик Шабинский	<a href="https://www.youtube.com/watch?v=as8HDETraSY&amp;t=1m25s">1:25</a> Не уверен, но мне кажется вы слегка неправильно произносите &quot;Илон Маск&quot;	UC0DnBw8Qmja5m4AWx6Ym_Ng	http://www.youtube.com/channel/UC0DnBw8Qmja5m4AWx6Ym_Ng	0		
Ugwpp6MPzHjw4QUzWu14AaABAg	1	0	2020-02-03 15:59:43	Зеленый человек	Ну и бицуха ...	UC8hGaUbeJMz-KOAS6sJpltQ	http://www.youtube.com/channel/UC8hGaUbeJMz-KOAS6sJpltQ	0		
Ugwpp6MPzHjw4QUzWu14AaABAg.94_a1ZZqNEQ94lanaHyvoR		0	2020-02-08 07:57:17	Николай Валентинович	😂😂😂	UCbfRxxl62ZG5ZXOMuGG0QTQ	http://www.youtube.com/channel/UCbfRxxl62ZG5ZXOMuGG0QTQ	1	Ugwpp6MPzHjw4QUzWu14AaABAg	Зеленый человек
UgxBCYap77VXrHFeoPB4AaABAg	0	0	2020-02-03 10:35:02	mad zak	Как говориться: без лоха и жизнь плоха... думать надо прежде чем хавать инфу...	UCG5w3tlkzswTDWMxY02SGew	http://www.youtube.com/channel/UCG5w3tlkzswTDWMxY02SGew	0		
Ugx6u8ufb6cmUn6q2lp4AaABAg	0	0	2020-02-01 19:14:52	victor66ification	Hey dude you are cool. It is a pity you dont act in films	UCtZR8klaIyDz6cee6M-2vmw	http://www.youtube.com/channel/UCtZR8klaIyDz6cee6M-2vmw	0		
Ugy4gl3UlLMC9PQbvrN4AaABAg	0	0	2020-01-26 21:35:30	GeLioS _	Я смотрю сцайван, а вижу шарифова)	UCb6WjaELTy0lhy9kH0in6rw	http://www.youtube.com/channel/UCb6WjaELTy0lhy9kH0in6rw	0		
Ugyh4fl4UhMo5uGRyfR4AaABAg	0	0	2020-01-26 20:24:57	Илья Феллер	Я не понял, что за кликбейт? нафига ты сюда теслу приписал? если убрать его из видео, ничего не изменится, но в названии только он. Не стыдно?	UC3AJ5yfppSnlQddI6tH7puA	http://www.youtube.com/channel/UC3AJ5yfppSnlQddI6tH7puA	0		
UgwwKTbFbJoWVLpzc9Z4AaABAg	0	0	2020-01-25 21:10:41	Дмитрий Ант	Да интересно, как нибудь про российскую медецину расскажи Артур! Там тоже много чего волшебного и парадоксального. Вот это будет выпуск!	UCIuyNuy85X060LJ8sdpQgvg	http://www.youtube.com/channel/UCIuyNuy85X060LJ8sdpQgvg	0		
UgyhK2b8JB5XZisWJk14AaABAg	0	0	2020-01-21 05:27:36	Koctuk EU	Реклама шарлатанов портит все	UCWo3aV7ZVXJisqocK0zqy3A	http://www.youtube.com/channel/UCWo3aV7ZVXJisqocK0zqy3A	0		
Ugwvq7x6BYa2yguX9Px4AaABAg	0	0	2020-01-20 14:01:40	Александр Жернаков	Класс<br />))	UCeIAHfwbuVQH3sOiYSZy5zA	http://www.youtube.com/channel/UCeIAHfwbuVQH3sOiYSZy5zA	0		
UgxinuOqO6W2tleZ51B4AaABAg	0	0	2020-01-19 15:22:24	Anony.mouse .ZT.UA	Да уж, мелким аферистам Капанадзе и DoYouKnow-у еще очень далеко до тетеньки.	UCigNTe6Ssu_pshrB0mQxdnA	http://www.youtube.com/channel/UCigNTe6Ssu_pshrB0mQxdnA	0		
Ugw-8W3sc_ydLpxoMrB4AaABAg	0	0	2020-01-17 05:13:07	Sabica /Сабица	НИКОЛА ТЕСЛА - СЕРБ, КТО НЕ ВЕРИТ, ТОМУ В ЖОПУ СЕРП!!!!!!!!!	UCYC8RCbSKTlEjpmFYjwqYew	http://www.youtube.com/channel/UCYC8RCbSKTlEjpmFYjwqYew	0		
UgxigujdK3EtA5rOOVp4AaABAg	0	0	2020-01-15 16:28:25	Петр Буденный	Интересно)	UCG-w-_Suhi5ZK2422nTU-hw	http://www.youtube.com/channel/UCG-w-_Suhi5ZK2422nTU-hw	0		
UgyPB9WOX67Mwb6pK5F4AaABAg	0	0	2020-01-15 02:59:53	Lyubov Donskaya	Хаха! У меня дежавю или вы тоже слышали сказку про невидимое платье для короля а еще песенку лисы алисы про дураков,хаха!!!	UC72CxYHb_S-yYuWJ_7QcfbA	http://www.youtube.com/channel/UC72CxYHb_S-yYuWJ_7QcfbA	0		
UgzPqoLxAOaEOYzYlf14AaABAg	0	0	2020-01-14 10:23:41	Павел I	красивый развод!	UCMbLuv17dak-wIq708I-zEQ	http://www.youtube.com/channel/UCMbLuv17dak-wIq708I-zEQ	0		
Ugxeuf3x44TiD1ZoBAR4AaABAg	0	0	2020-01-14 00:05:50	design minimal house	История из раздела &quot;неправильный капиталист&quot;)) А на самом деле она очень правильный капиталист, он, капитализм, так и устроен, на первом месте прибыль, остальное шелуха. Просто девочка подобосралась, была слишком жадной и ленивой, а есть ребята поумней, ловят пруфы, продают воздух, а миллиарды его покупают, и хрен кто их разоблачит.	UCEXDw9hgtfH81Mw2RhLpCow	http://www.youtube.com/channel/UCEXDw9hgtfH81Mw2RhLpCow	0		
UgxfLXhH3onhx2QYSQZ4AaABAg	0	0	2020-01-13 16:32:31	SlayVic	Об этом книга написана. Называется &quot;Bad blood&quot;. Жаль что не переведина.	UCZW0bRETdyMlCQW5fpny2FQ	http://www.youtube.com/channel/UCZW0bRETdyMlCQW5fpny2FQ	0		
Ugzj5tSKaHrxYnuKp0p4AaABAg	0	0	2020-01-12 18:56:45	Kascheybiker	В технологии (но не в безграничные их возможности) можно верить, в людей - нет.	UCAkFaRuW-1p8g0Y0rFvN4kg	http://www.youtube.com/channel/UCAkFaRuW-1p8g0Y0rFvN4kg	0		
Ugx_prPu9LIWf0K587N4AaABAg	0	0	2020-01-11 19:24:34	Евгений Прокаев	Похожа на Собчак	UCHfJyj0V3p5goXZIY6QqVWw	http://www.youtube.com/channel/UCHfJyj0V3p5goXZIY6QqVWw	0		
UgznI0mPKIdQytJCMMl4AaABAg	0	0	2020-01-11 03:13:29	WELDER MAN	Артур Шарифов: &quot;&quot;ПОДСТРИГИСЬ!!!&quot;&quot;	UCbe9fFK4QR0zblMQ9qSmgAg	http://www.youtube.com/channel/UCbe9fFK4QR0zblMQ9qSmgAg	0		
Ugx9WdAqYz4x7m2sWh94AaABAg	1	0	2020-01-10 22:40:24	Эмиль Рзаев	Кто как может так и вертится в этом мире, наебывают все поголовно... бабца смогла 9 ярдов баков поднять сама, она просто молодец и надо дать ей должное	UCgY4ZwhLOVwAndKR_uooC5g	http://www.youtube.com/channel/UCgY4ZwhLOVwAndKR_uooC5g	0		
Ugx9WdAqYz4x7m2sWh94AaABAg.93cVoKy583p93kOcADlxvF		0	2020-01-14 00:11:30	design minimal house	Прям поражают всегда такие комменты: "бабца наебала кучу народу, надо отдать ей должное" - ну типа талантливый жулик. А че бы талантливых убийц не превозносить, или диктаторов, ну типа "молодец, всех запутал, народу покромсал" Куда нахер катится этот мир. Или логика такая мол все наебывают, потому кто больше всех наебал народу тому уже должное стоит отдавать. Вообще не понятна подобная логика, что у вас там в бошках таких творится.	UCEXDw9hgtfH81Mw2RhLpCow	http://www.youtube.com/channel/UCEXDw9hgtfH81Mw2RhLpCow	1	Ugx9WdAqYz4x7m2sWh94AaABAg	Эмиль Рзаев
UgyAJ7x1CGvZ1XbBwlJ4AaABAg	0	0	2020-01-10 03:49:53	InferNalRegen 76	Я из 2020, тут пизда планете, Австралия горит, в Турции и Греции снега больше, чем у меня за окном(центральная полоса), кровь?? нам валить надо отсюда, похер на кровь, там разберемся, и будущего нет у нас, максимум лет 50-60 поживем, с натяжкой	UCMMMe-ql1q7o5GonmClfw8w	http://www.youtube.com/channel/UCMMMe-ql1q7o5GonmClfw8w	0		
UgyKUJyNHhjD_vN4CEV4AaABAg	0	0	2020-01-09 22:48:03	Denis Todorov	да, да, да, сама такая придумала как всех наебать, но родилась в семье федерального чиновника и сотрудницы конгресса, поступила учиться в Стенфорд (что стоит нереальный денег), отец подруги детства совершенно случайно оказался миллиардер Тим Дрейпер, закончивший тот же Стенфорд, а потом потянулись всякие клинтоны и прочие аферисты, всё совершенно случайно и всё чисто она сама :D :D :D дадада	UCQtFOYcxnP31hDq06KRPtzA	http://www.youtube.com/channel/UCQtFOYcxnP31hDq06KRPtzA	0		
UgwW8hQfNBAJtiFKGPV4AaABAg	0	0	2020-01-09 20:12:13	Алексей Л	Жду такой же процесс по Илану ни-приведи-господь Маску...	UCJ4pXCWCmYjPG2VxRMYJ7Sw	http://www.youtube.com/channel/UCJ4pXCWCmYjPG2VxRMYJ7Sw	0		
Ugwl1UuCsiU4tnUzz594AaABAg	0	0	2020-01-09 19:46:03	Иван Семенов	<a href="https://www.youtube.com/watch?v=as8HDETraSY&amp;t=5m11s">5:11</a> я знаю то что это не по теме видео, но что с южным бутово?	UCK9I22NQPUMm0TPr4FPSbvQ	http://www.youtube.com/channel/UCK9I22NQPUMm0TPr4FPSbvQ	0		
UgzSjeO07It89Ovp_J94AaABAg	0	0	2020-01-09 15:57:26	Раздвигай ноги	-Кем ты хочешь стать когда вырастишь?<br />-Миллиардером.<br /><br /><br />Все хотят стать	UC8sMrvidRRtAaMldLao4-mw	http://www.youtube.com/channel/UC8sMrvidRRtAaMldLao4-mw	0		
UgzI090YEQmBKtOnXlF4AaABAg	0	0	2020-01-09 15:44:04	Shurik8668	Ну так все люди могут требования к устройству придумывать. По факту эта Элизабет ничего не сделала вообще.	UCeSwE9BGcUEHPL_iEnO-0dg	http://www.youtube.com/channel/UCeSwE9BGcUEHPL_iEnO-0dg	0		
UgzFr81MzcvDC5IwGMV4AaABAg	0	0	2020-01-08 22:00:18	Alexander Belov	Кто интересуется успехами стартапов, книга топ, несмотря на то что книга далеко не про успех.	UC9MUJRfVOnlkKURk0KObt6g	http://www.youtube.com/channel/UC9MUJRfVOnlkKURk0KObt6g	0		
UgwOn3ismP5phTHf8gN4AaABAg	0	0	2020-01-07 18:20:27	олег черноиваненко	Могу спросить одно. Как тебе такое, Илон Маск?	UC_JIYj7gFyHPu1Qr5heHX6Q	http://www.youtube.com/channel/UC_JIYj7gFyHPu1Qr5heHX6Q	0		
UgzUQ1_0v7dMebkxomF4AaABAg	0	0	2020-01-07 15:38:00	Vbjncxf vklfspm	Че это за дрищ?	UCLAlQgPpkGh1p6dmrjAzz1Q	http://www.youtube.com/channel/UCLAlQgPpkGh1p6dmrjAzz1Q	0		
UgzZkwav57k6A0IpBth4AaABAg	0	0	2020-01-05 12:48:26	Stasya Sun	Спасибо за контент	UCq8pbJr2PAt05RtsXVTXDJw	http://www.youtube.com/channel/UCq8pbJr2PAt05RtsXVTXDJw	0		
UgxIzeoeYCsn99ZbIi14AaABAg	0	0	2020-01-05 00:11:22	QScientist	А как она выстраивала 10 лет многомиллиардный бизнес, если ничего не работало?	UCTdHaAYjp_FTZnw4PDg55Ow	http://www.youtube.com/channel/UCTdHaAYjp_FTZnw4PDg55Ow	0		
UgzPVNC8FY86hsZEzv54AaABAg	0	1	2020-01-04 12:38:28	KENGER Fil	<a href="https://www.youtube.com/watch?v=as8HDETraSY&amp;t=0m55s">0:55</a><br />Илон Маск именно так и делает	UC1LXNELi7vugpY6JEcwFo-Q	http://www.youtube.com/channel/UC1LXNELi7vugpY6JEcwFo-Q	0		
UgxqkhlhedXo1H0kIKB4AaABAg	0	0	2020-01-03 20:19:13	Леонид Воробьев	Даже Маск сосет ))	UCLApRm0tfEO4eB4xpr24b2g	http://www.youtube.com/channel/UCLApRm0tfEO4eB4xpr24b2g	0		
UgyAfaDzPraR2lFAugV4AaABAg	0	0	2020-01-03 18:28:28	Алексей Красников	История о том, что инновации - это не про прогресс. Что &quot;квант&quot; инноваций иногда просто сумма существующих технологий в виде продукта для потребления, а иногда - надувательство. Что ориентация науки на прибыль - это не про прогресс. А, ещё денег на фундаментальные исследования никто не даст, всё ушло на поддержку &quot;практических разработок&quot; для удовлетворения запросов рынка.	UCQLZLilRUgOX1pQCaZMjiTQ	http://www.youtube.com/channel/UCQLZLilRUgOX1pQCaZMjiTQ	0		
Ugx0yJHpO-S5H9KT2Q14AaABAg	0	0	2020-01-01 20:08:13	Nbv Nbv	И что ей после этого стало?	UCBuN4wsHQE0h2QWH-z6dSsA	http://www.youtube.com/channel/UCBuN4wsHQE0h2QWH-z6dSsA	0		
UgwBCa35V8FKJMOWQ3J4AaABAg	0	1	2020-01-01 20:06:24	Nbv Nbv	Да это же любая женщина делает много раз в своей жизни говоря - Ты ж мужик сделай что то.	UCBuN4wsHQE0h2QWH-z6dSsA	http://www.youtube.com/channel/UCBuN4wsHQE0h2QWH-z6dSsA	0		
UgzZG6a8AFTjiSIXTP54AaABAg	1	0	2020-01-01 10:41:05	Edward Zuev	Ты сам никто, чтобы судить Николу Тесла, в честь него названа единица измерения силы магнтного поля! А в честь тебя даже на могиле ничего не напишут! Как ты смеешь очернять человека если ты не имеешь ученой степени! Ответь а?!	UCHHkO4y8oEEIF7Fd7OcB-wQ	http://www.youtube.com/channel/UCHHkO4y8oEEIF7Fd7OcB-wQ	0		
UgzZG6a8AFTjiSIXTP54AaABAg.93F2Kx_n0HH93F3sHENMFw		0	2020-01-01 10:54:30	Edward Zuev	Самое интересное что ты хвалишь энштейна, но назови хоть одно его изобретение! Даже теорию относительности придумал не он! А Пуанкаре и Лоренц! Почему ты этого не знаешь? Потому что ты ничего не знаешь, и смеешь когото судить! Не суди и не судимым будешь! Ты лжец который рекламирует лохотроны!	UCHHkO4y8oEEIF7Fd7OcB-wQ	http://www.youtube.com/channel/UCHHkO4y8oEEIF7Fd7OcB-wQ	1	UgzZG6a8AFTjiSIXTP54AaABAg	Edward Zuev
