video_id,comment
oy80-T0JJtA,That moment when you realize that David and Liza were already broken up
oy80-T0JJtA,Someone watching at December 2019? Leave a like
oy80-T0JJtA,"“why would you buy him a car?” “well, cuz i broke his hip.” I DIED"
oy80-T0JJtA,Me watching this and realizing none of the couples in it are still together
oy80-T0JJtA,"Yep, David bought his dad 3 cars"
oy80-T0JJtA,"you’ve officially won youtube, congratulations"
oy80-T0JJtA,HOW DID I NEVER KNOE REGGIE PAINTED ALL THAT STUFF IN THE HOUSE WOAH LOVE HIM
oy80-T0JJtA,"I just realized at the end they all dressed up as david,im stupid, like if ur too?"
oy80-T0JJtA,when david doesn’t have enough money to surprise his friends
oy80-T0JJtA,...
oy80-T0JJtA,"most people: gives $5,000 for a big goal accomplished"
oy80-T0JJtA,"david: I'll give you $20,000 dollars if uou can eat half that cake in one bite"
oy80-T0JJtA,"I can't stop smiling, this was worth the wait David!"
oy80-T0JJtA,RIP none of these relationships lasted
oy80-T0JJtA,I can’t believe that this was supposed to be his last Vlog ??
oy80-T0JJtA,“You’re JO-Ken” ?
oy80-T0JJtA,"""You can be straight and gay"""
oy80-T0JJtA,"Trisha paytas,"
oy80-T0JJtA,2018
oy80-T0JJtA,Doctor: you only have 14 minutes and 20 seconds to live
oy80-T0JJtA,Me: watches this
oy80-T0JJtA,"14:03 Big Nick isn't even squating a lil bit, i'm dyinggg"
oy80-T0JJtA,5:49 the Chicago accent with the “you’re jokinggg” ??
oy80-T0JJtA,The friends opening is so cute <3
oy80-T0JJtA,0:00 I was thinking he was gonna say DAMN THATS GOOD
oy80-T0JJtA,“Why would you buy him a car?”
oy80-T0JJtA,“Well cause..I broke his hip.” ???I’m dead
oy80-T0JJtA,Who’s watching when David gave Natalie a bronco
oy80-T0JJtA,When David was trying to wake up Alex from dreaming he said “what was I dreaming about” I got an add about body fat
oy80-T0JJtA,god this shoulda been 4 hours and 20 minutes
oy80-T0JJtA,I just realized Jason Nash wasnt in the Friends skit
oy80-T0JJtA,I was literally just thinking “is David going to not post on 4/20?”
oy80-T0JJtA,Yay friends thats my favorite show
oy80-T0JJtA,2:11 ahhh its so small!!!
oy80-T0JJtA,I think he wanted to end his youtube after making this vlog because Liza and him broke up already:(
oy80-T0JJtA,the beginning had me dead asf ???
oy80-T0JJtA,I NEVER KNEW I COULD SMILE FOR 14 MINUTES AND 20 SECONDS STRAIGHT UP UNTIL NOW
oy80-T0JJtA,Omg i just knew that was supposed to be his last vlog............
oy80-T0JJtA,06:57:00 AM
oy80-T0JJtA,David: Its Yours
oy80-T0JJtA,snoop dog shows up in vlog
oy80-T0JJtA,Divid dobrik: makes the thumbnail about cars
oy80-T0JJtA,“You can be straight & gay”
oy80-T0JJtA,"Oh, Trisha..."
oy80-T0JJtA,"ok, this is undisputedly the best video to ever grace youtube in history"
oy80-T0JJtA,This should’ve been his last vlog so crazy that none of us knew
oy80-T0JJtA,my exact reaction to 13:50: AWWWWWW OMG HES SO CUTEEE ???
oy80-T0JJtA,5:23 “ ahhhh where’s the alligator” ?
oy80-T0JJtA,"So you're telling me,  David bought a car and a piano just to do that bit with Jason?"
oy80-T0JJtA,I wish it was 4 hours and 20 minutes lmao
oy80-T0JJtA,the one 4:20 refrence at the start to one of davids videos that actully isnt 4:20 mins long i- ?
oy80-T0JJtA,This was one of the best ive watched i love the editing and the music it was very entertaining to watch jason and david are sexy af i would date jason im not a rich super model but i could be the woman of his dreams lol
oy80-T0JJtA,Date: 4-20-18
oy80-T0JJtA,Time (intro): 4:20
oy80-T0JJtA,Vlog:420
oy80-T0JJtA,David is your f***ng amazing
oy80-T0JJtA,I never realized it but yes they are the modern day friends
oy80-T0JJtA,so this is when Jeff was still in prison? XD
oy80-T0JJtA,When you realize this was posted on 4/20/18
oy80-T0JJtA,420
oy80-T0JJtA,"I like how he keeps  his channel interesting for so long now its crazy. Other youtubers if they had the same life with him they would film 100 more long ass boring videos, but david gets cool content and keep the video dope as always"
oy80-T0JJtA,I need a miracle like this ?
oy80-T0JJtA,I didn't even notice this was 14 minutes long!!!! Holy shit you could literally have a 5 hour video and I'd watch it.. You guys are so entertaining ???
oy80-T0JJtA,They spelled Alex’s name wrong
oy80-T0JJtA,"Little did they know. Mike, alex and jon is getting a new house for Christmas 2019"
oy80-T0JJtA,Still the greatest vlog that David has ever put out. EVER.
oy80-T0JJtA,These were some fast 14 minutes wtf
oy80-T0JJtA,i wish it was 4 hours & 20 minutes lololol
oy80-T0JJtA,11:05:00 AM
oy80-T0JJtA,"Scotty: Hey, whatcha paint on the walls"
oy80-T0JJtA,david shows them
oy80-T0JJtA,"Me: holy shit, how did he know?! ?"
oy80-T0JJtA,They're trapped in a fever dream
oy80-T0JJtA,Heath still wiggling with his panties down... Masterpiece lmao
oy80-T0JJtA,BRO I JUST REALIZED THAT TODD GIVES ME HELLA JOEY VIBES
oy80-T0JJtA,I don't know how to feel or what to say but David is the king of YouTube that's for sure
oy80-T0JJtA,I love how John took the keys so fast
oy80-T0JJtA,This was supposed to be his last vlog
oy80-T0JJtA,I wish I could be David Robbins fire
oy80-T0JJtA," d, not because he gives people things but because they do a lot to dumb shut that looks really fun"
oy80-T0JJtA,@ 8:30 did anybody else hear that voice crack I’m actually dying rn !!!??????????
oy80-T0JJtA,"Snoop Dogg said ""blog"" instead of ""vlog"" lmfao"
oy80-T0JJtA,I wonder how weird it was making the intro on the couch. 
oy80-T0JJtA,November 2019 anyone??
oy80-T0JJtA,1:52 what the hell am I wacthy
oy80-T0JJtA,Bro why is no one gonna talk about the outro like that was hecking amazing
oy80-T0JJtA,Why was Kristen staring at Heath for so long?! ?
oy80-T0JJtA,"Jesus, I never wanted it to end.."
oy80-T0JJtA,I can to watch this after watching his sour candy interview with delish. He said this was supposed to be his last video
oy80-T0JJtA,Ohh! My gosh!... If i had one of those cars... Welll! I'am done!? id be like yo! Ma fo whatz up.. Come hop in letz take a Ride... Thatz ma dream all the way from India Aizawl Mizoram... Lotz of S....P....a....c...e between us ? anyway all the best am waiting fo ur new vid patiently ??
oy80-T0JJtA,What kind of gun was that? I needa buy one
oy80-T0JJtA,Scott is like meg from family guy???
oy80-T0JJtA,I now declare; David Dobrik the best vlogger out of all vloggers
oy80-T0JJtA,Am I the only one here after watching the video where David confesses his feelings to Natalie ?
oy80-T0JJtA,Who else was lookin for the 420 vlog
oy80-T0JJtA,imagine having these much friends
oy80-T0JJtA,can we all just take a moment to appreciate that this was not his last vlog
oy80-T0JJtA,Why did it seem as if this vlog went by just as fast as all the other ones.
oy80-T0JJtA,“Wow it paid off being your friend” LOOOOOL
oy80-T0JJtA,2:11 currently cutting my eyes 
oy80-T0JJtA,Why wtf why
oy80-T0JJtA,I wish all of his vlogs to be 14 mins
oy80-T0JJtA,That friends intro made me think how much Todd looks like Joey
oy80-T0JJtA,OMG THE ALEX DREAM SEQUENCE IS BACK
oy80-T0JJtA,6:47 Just me that noticed that subaru impreza in the background?
oy80-T0JJtA,And to think this was going to be his last vlog
oy80-T0JJtA,My birth day is literally on 4 20 and my sisters too
oy80-T0JJtA,Trisha is like David's mom
oy80-T0JJtA,Also hi 2020
oy80-T0JJtA,i just imagine David’s dad being like “well where IS my car?”
oy80-T0JJtA,13:46 is something awesome
oy80-T0JJtA,Ok where’s the application to be David Dobriks friend??
oy80-T0JJtA,You can tell how high is snoop  when he said blog instead of vlog
oy80-T0JJtA,I still come back to watch this
oy80-T0JJtA,I wish ur normal vlogs were 14:20 omg
oy80-T0JJtA,Omg a 10 more minutes of content then his other videos ?
oy80-T0JJtA,"matt is so soft, just gently smooching a girl <3"
oy80-T0JJtA,i love how his 420 vlog isn’t 4:20 long ??
oy80-T0JJtA,Jason is burried in david's back yard in 2020
oy80-T0JJtA,The greatest vlog ever.
oy80-T0JJtA,i love how this was supposed to be his last vlog and he was trying to end it in a lawsuit for the friends intro
oy80-T0JJtA,TGE FACT THAT THIS WAS SUPPOSED TO BE HIS LAST VLOG MAKES ME WANNA CRY
oy80-T0JJtA,"wish i was friends with them, idc about being in the vlogs, just being friends with them lol"
oy80-T0JJtA,Who's here after all of these couples broke up..?
oy80-T0JJtA,3 years later: No its not my car I'm sure David is going to say it's a prank soon 
ovBRDPFVrjA,Fire pack animations!!! ????
ovBRDPFVrjA,10:40 I guess you guys forgot about legarette Blount
ovBRDPFVrjA,Yo lets do it! Love this content
ovBRDPFVrjA,These animations are???
ovBRDPFVrjA,That pack animation is nice
ovBRDPFVrjA,666 views :D
ovBRDPFVrjA,I’m happy to be back!  Miss watching director videos!!!
ovBRDPFVrjA,Note: Power Up and promo cards were not in packs in the version we played ?
ovBRDPFVrjA,Good stuff guys
ovBRDPFVrjA,Not 1 Power Up pull scares me on how rare they might be. Love the vid!
ovBRDPFVrjA,Great video and amazing animations!
ovBRDPFVrjA,Those pack animations are fire
ovBRDPFVrjA,great video.  i like the elite pull odds if this is how they will be that is pretty decent to start off
ovBRDPFVrjA,Oh director and sirtrumpet came with it  with it today. This is perfect since I'm off two days then start back work on the 25th lol.
ovBRDPFVrjA,Director what’s ur thoughts on the zones ?
ovBRDPFVrjA,You guys need a chiefs fan in your squad ;) great video!
ovBRDPFVrjA,Good work gentleman!!!!
ovBRDPFVrjA,So that core rookie turned out to be the signature animation
ovBRDPFVrjA,505 training for an 83? Holy crap. also only for one bundle that's a pretty good start
ovBRDPFVrjA,Gold premiums are always glitchy day 1!!
ovBRDPFVrjA,PACKS!
ovBRDPFVrjA,Did you get to keep all the cards ?
ovBRDPFVrjA,I don't understand doesnt this come out next  Tuesday ?
ovBRDPFVrjA,DeForest Buckner is going to be an AMAZING day 1 card
ovBRDPFVrjA,It’s so cute how hyped we get for high golds day one when in a couple months they will be gone
ovBRDPFVrjA,Pulled an 86 damon harrison out of a get a gold player
ovBRDPFVrjA,Beo that core rookie is now the nfl 100 set piece animation that's crazy
ovBRDPFVrjA,What you just paid for I got for free LOL.
ovBRDPFVrjA,How the hell did you open these if the game isn’t even out?
ovBRDPFVrjA,How do you build your team if you are selling your good cards day 1?
ovBRDPFVrjA,Best part of the video is the Raiders jacket.
ovBRDPFVrjA,Hopefully I won’t get tricked with that rookie animation ??
ovBRDPFVrjA,Can't wait to see GAP packs.
ovBRDPFVrjA,What day 1 packs were you talking about that you get Jason Peters from?
ovBRDPFVrjA,I'm worried odds are boosted on this account. The odds and actual pulls are not adding up
ovBRDPFVrjA,Why tf did they make it 16 less packs for the same price as last year?
ovBRDPFVrjA,How many golds are in the normal packs
ovBRDPFVrjA,What do the symbols in the left corner mean?
ovBRDPFVrjA,I love your videos
ovBRDPFVrjA,"Might want to start thinking about alternative content, the lootbox bill is going to wipe MUT packs out. Nice vid though."
ovBRDPFVrjA,For a $100 haha???
ovBRDPFVrjA,How do you have the game? The earliest you can get it is 25th with EA Access which is what I’m doing.
ovBRDPFVrjA,When Is EA access trial?
ovBRDPFVrjA,Apparently Dante Pettis is better than marquise Goodwin
ovBRDPFVrjA,I have that same headset? do I really be sounding like that
ovBRDPFVrjA,Is that a Chargers fan? Oh wait that’s an “LA Chargers” fan ugh ?
ovBRDPFVrjA,This video is terrible
ovBRDPFVrjA,Madden 20 is going to be better than 19
ovBRDPFVrjA,Put playback speed on 2.0
ovBRDPFVrjA,Didn’t you get 40 gold packs and 3 elite packs for the same price in Madden 19? Lol 
6VF0GEf3S0I,David helping him promote yummy is kinda funny.
6VF0GEf3S0I,imagine if someone mentioned selena. the awkwardness
6VF0GEf3S0I,David is just chilling with singers so he doesnt get copyright striked anymore.
6VF0GEf3S0I,"Didint use to like Justin, but that dude seems pretty dope when he’s just being himself with his freinds. Spotlight ruins everyone in some way"
6VF0GEf3S0I,“Yummy is not that good”
6VF0GEf3S0I,He sounds like James Charles and Jeffre Star mixed together
6VF0GEf3S0I,Truest fan ? 
6VF0GEf3S0I,David: “How did you know he’s behind you?” 
6VF0GEf3S0I,Guy: “Because you’re David Dobrik”
6VF0GEf3S0I,Friend : Realizes justin is behind them
6VF0GEf3S0I,David : Aggressively Grabs Camera
6VF0GEf3S0I,I genuinely smiled this whole time watching this
6VF0GEf3S0I,He should have his own show for surprising fans with celebrities
6VF0GEf3S0I,Justin Bieber scared the woman out of that man
6VF0GEf3S0I,The kid that started singing after he said he didn’t like his song make me laugh so hard
6VF0GEf3S0I,"Didn't see the ""S"" on her hoodie so all I read was ""cumbag""."
6VF0GEf3S0I,Justin Bieber is cool when he's by himself or with friends. So many fake A$$ people tho make him look bad. Also Who is obsessed with YUMMY!
6VF0GEf3S0I,When Justin Bieber needs David to promote his new songs.
6VF0GEf3S0I,"He is a very nice person, just having bad moods like all people, nobody is perfect, we all make many mistakes, including those who criticize him, but as always, people always pay attention to what you do wrong."
6VF0GEf3S0I,“I love him but yummy is just like not it”
6VF0GEf3S0I,He ain’t wrong tho
6VF0GEf3S0I,I like “Intentions” more than “Yummy”
6VF0GEf3S0I,"If you go in a car with David and he asks you about a celebrity, you know that you will meet this celebrity in a few seconds."
6VF0GEf3S0I,3:37 voice change i’m crying
6VF0GEf3S0I,U should'vs gotten sleana Gomez in the front seat and than u should've gotten justin bieber In the back seat that would've been hilarious
6VF0GEf3S0I,"Lmao that last guy is literally me : “love him, but yummy is not it” 2 seconds later, okay yummys good, starts vibin"
6VF0GEf3S0I,“I would say shave” few weeks later he takes her advice ?
6VF0GEf3S0I,Everyone: Justin Bieber! 
6VF0GEf3S0I,Me: Goodnight Grandma.
6VF0GEf3S0I,“Ive looked up to u” like in what exactly lol hes just a singer
6VF0GEf3S0I,"Bruh, Justin Bieber looks like he's sick of hearing his own name."
6VF0GEf3S0I,David in high school: gets called Justin Bieber “I’m being bullied”
6VF0GEf3S0I,David now: SURPRISING PEOPLE WITH JUSTIN BIEBER
6VF0GEf3S0I,3:58 there always that one person in the group that sings so loudly and out of tune
6VF0GEf3S0I,Bruh I don’t understand why everyone hates him he is a nice dude
6VF0GEf3S0I,when this guy's career are full of copyright
6VF0GEf3S0I,2:35 this Girl is Female buddha she did not even react And later TRIED to look shock WoW
6VF0GEf3S0I,okay but actually i’m glad someone told him yummy wasn’t it
6VF0GEf3S0I,I would be more excited meeting David than Justin
6VF0GEf3S0I,Does anyone else wonder how he got the people into his car?
6VF0GEf3S0I,Difference between indian vs foreign celebrities 
6VF0GEf3S0I,When someone try to hug 
6VF0GEf3S0I,Indian celebs- chal Hatt Bhag sale
6VF0GEf3S0I,Only ranveer Singh give  best respons to his fans. 
6VF0GEf3S0I,The way that guy switched are literally all the friends in my life rn????
6VF0GEf3S0I,I feel like David is collecting celebrities as if they're pokemon
6VF0GEf3S0I,"""yummy is not it"""
6VF0GEf3S0I,*Proceed to sing the whole song*
6VF0GEf3S0I,"i love the way he casually says im with Justin Bieber"""
6VF0GEf3S0I,PLEASE PLEASE PLEASE PLEASE PLEASE HELP ME TO MEET SHAWN MENDES I LOVE 
6VF0GEf3S0I,HIM WITH LIKE EVERYTHING OF BILLIE EILISH AND IF YOU SEE THIS DON 'T 
6VF0GEf3S0I,TELL HIM BUT I WOULD MUCH RATHER MEET BILLIE EILISH THAN HIM LOL  NO 
6VF0GEf3S0I,HATE THO I JUST DON'T LIKE HIS Girl Friend... BUT LOVE HER SONGS BUT LIKE BILLIE 
6VF0GEf3S0I,PLEASE PLEASE PLEASE PLEASE PLEASE HELP ME TO MEET SHAWN MENDES I LOVE 
6VF0GEf3S0I,HIM WITH LIKE EVERYTHING OF BILLIE EILISH AND IF YOU SEE THIS DON 'T 
6VF0GEf3S0I,TELL HIM BUT I WOULD MUCH RATHER MEET BILLIE EILISH THAN HIM LOL  NO 
6VF0GEf3S0I,HATE THO I JUST DON'T LIKE HIS Girl Friend... BUT LOVE HER SONGS BUT LIKE BILLIE 
6VF0GEf3S0I,Imagine getting strangled by Justin Bieber in a Tesla
6VF0GEf3S0I,PLEASE PLEASE PLEASE PLEASE PLEASE HELP ME TO MEET SHAWN MENDES I LOVE 
6VF0GEf3S0I,HIM WITH LIKE EVERYTHING OF BILLIE EILISH AND IF YOU SEE THIS DON 'T 
6VF0GEf3S0I,TELL HIM BUT I WOULD MUCH RATHER MEET BILLIE EILISH THAN HIM LOL  NO 
6VF0GEf3S0I,HATE THO I JUST DON'T LIKE HIS Girl Friend... BUT LOVE HER SONGS BUT LIKE BILLIE 
6VF0GEf3S0I,"He should have brought him to my house, my daughter is the biggest Bieberette on the planet. She would have been on the floor crying her eyes out, but at the same time wondering if he was a look-a-like."
6VF0GEf3S0I,2:41 I felt that on a personal level
6VF0GEf3S0I,"yep, this dude clearly meets famous people, like if catching pokemons"
6VF0GEf3S0I,"""LOVE HIM BUT YUMMY IS JUST NOT"""
6VF0GEf3S0I,"'""Justin pops out"""
6VF0GEf3S0I,[sees Justin beiber]
6VF0GEf3S0I,"""YEAH U GOT THAT YUMMY YUMMY YUMMY YUMMY"""
6VF0GEf3S0I,"@3:34 omg I remember this guy from middle school, I think his name was shay or Shea Durazo wtf!"
6VF0GEf3S0I,"Alex: “hey google, turn on the candle blower”"
6VF0GEf3S0I,"My google home: sorry, that app is not set up for this device”"
6VF0GEf3S0I,at this point people should know that if David asks them what they think about a celebrity that person is probably in the back.
6VF0GEf3S0I,3:38 that reaction doe ?
6VF0GEf3S0I,"Okay so... Justin’s wife is a model who is friends with Kendall Jenner. Kendall Jenner is friends with Harry Styles. Therefore, Harry Styles needs to be and can be the next celebrity to be in David’s vlogs. PeriodTTTTTTTTTT."
6VF0GEf3S0I,"Maybe I’m late to this but no only was David Jason’s dad, but also Charley and Wyatt’s GRANDPA. GRANDPA DAVID. Ok I’m done"
6VF0GEf3S0I,Does anybody go back to hear David say “good night grandma “ like a demon
6VF0GEf3S0I,"""Woke up this morning not expecting this..."" Dude.."
6VF0GEf3S0I,3:39 my reaction when my mom comes in with the belt
6VF0GEf3S0I,"“I love him, but yummy just ain’t it!” "
6VF0GEf3S0I,Sees Justin* 
6VF0GEf3S0I,“Yummy is it! Yummy is good” Sings* “you got that yummy yummy” 
6VF0GEf3S0I,I’m so dead shit had me cracking up ?
6VF0GEf3S0I,“Yummy” sales are still down i see...
6VF0GEf3S0I,When alex said ok google my google activated
6VF0GEf3S0I,Bro Justin Bieber is as bad a the Paul brothers why do people still love him
6VF0GEf3S0I,"Forreal though, that was a great demon voice “goodnigh grandma”"
6VF0GEf3S0I,when the guy who said he didn’t like yummy started singing and dancing to it HAHAHHA
6VF0GEf3S0I,"David: Justin, i choose you!"
6VF0GEf3S0I,All the celebrities come walking to David
6VF0GEf3S0I,wtf i have a google mini and when alex said that it looked for a candle blower online ?
6VF0GEf3S0I,David Dibrik why did you sound like batman when you said “GOODNIGHT GRANDMA “
6VF0GEf3S0I,"When David said ""goodnight Grandma"" with a low voice that was amazing ?"
6VF0GEf3S0I,"""Yummy is not that good"""
6VF0GEf3S0I,after seeing him
6VF0GEf3S0I,"""YEAH YOU GOT THAT YUMMY YUMMY"""
6VF0GEf3S0I,"""there's no effing way he's behind me right now"""
6VF0GEf3S0I,BEST REACTION ?
6VF0GEf3S0I,1:36 hhahahahahaha what happend to him he was look handsome and why they look in chock its just human not god
6VF0GEf3S0I,“Yummy is not that good”
6VF0GEf3S0I, justin grabs his gun* ''SAY IT AGAIN!''
6VF0GEf3S0I,"why is this part killing me ?? ""GOODNIGHT GRANDMA"" ?"
6VF0GEf3S0I,Justin: “I need more ways to get my song to number 1” 
6VF0GEf3S0I,"David: “Say no more man, I got you”"
6VF0GEf3S0I,Hey David regina from spy ninjas has a crush on you
6VF0GEf3S0I,when the guy started singing and dancing i lost it
6VF0GEf3S0I,“I love him but yummy is not it. It’s not that good...”
6VF0GEf3S0I,Justin: I’m about to end this man’s whole career
6VF0GEf3S0I,I wanted someone to say “ Hayley and Justin are not it selena is better for him “ I think it would be a great plot
6VF0GEf3S0I,David in 5th grade: being bullied for having Justin Bieber hair.
6VF0GEf3S0I,2020: David hanging out with Justin Bieber.
6VF0GEf3S0I,3:45 I think he's a gay.
6VF0GEf3S0I,2:36 there’s a stalker behind the car
6VF0GEf3S0I,"Me at 2 am: Ok, this is the last David Dobrik video. "
6VF0GEf3S0I,Me 3 hours later: or not...
6VF0GEf3S0I,3:40 Justin scared the gay right out of that kid
6VF0GEf3S0I,“There is no f*cking way he is behind me right now”
6VF0GEf3S0I,The guy in the blue jacket is definitely a real David Dobrik fan.
6VF0GEf3S0I,Ngl after David Dobrik was exposed for the fake laughs and  over lapping laughs I found his vlogs not as funny idk y
6VF0GEf3S0I,I wish David was at my house when the forty niners were playing the chiefs so we could win the super bowl
6VF0GEf3S0I,Justin is honestly one of the most awkward people ever haha I love it though.
6VF0GEf3S0I,"David dobrik"" i woked up "
6VF0GEf3S0I,"Everyone near him"" hahahahahahahahahahahahahahahahahahahahahahahahahahahaahhahahahahahahaahahahahhahahahahahahahahahahahahahahahahhhahahahahahahahahahahahahahahahahahahahahahhahahhhahahhahahhahhahahahahahahahahhahahahahahahahahahahahahahahahahahahhahahhaahahahahahahahahahahahahahahahahahahhahahahahahahahhahahahahahahahhahahahahahauahahahahhahahahahahahhahhahahahahahhhahahahhahhahhahhauahqha"
6VF0GEf3S0I,David: *Has multiple videos of celebrities hiding in his back seat*
6VF0GEf3S0I,"Cute Boy: ""He's behind me isn't he"""
6VF0GEf3S0I,"My google went off when he said ""ok google""."
6VF0GEf3S0I,Summary of all the fan’s reactions;
6VF0GEf3S0I,"“You are my pride, you are my Joyce”"
6VF0GEf3S0I,:(
6VF0GEf3S0I,"I envy them - they would meet, see and even hug Him so many times"
6VF0GEf3S0I,3:50 lmao i love that guy tho
6VF0GEf3S0I,Guy: “Yummys just not it”
6VF0GEf3S0I,Justin Bieber: Pops Up
6VF0GEf3S0I,3:35 we need more of this guy I love him ?
6VF0GEf3S0I,Damn the beibs really was desperate ?
6VF0GEf3S0I,3:38 when I find a shiny Pokémon in Pokémon go
6VF0GEf3S0I,Random girl:i love him honestly i wanna marry him 
6VF0GEf3S0I,Justine:u wanna marry me?
6VF0GEf3S0I,Me:dieing of laughter
6VF0GEf3S0I,The guy who dissed yummy ? he’s the funniest
6VF0GEf3S0I,The whole time I kept reading that girls sweatshirt as “cumbag” and I was like damn
6VF0GEf3S0I,"2:47 CUMBAG, well that's a shirt too! Oh Scumbag..."
6VF0GEf3S0I,Me: whenever I’m depressed I sit down on my couch wrapped up in a blanket eat pizza and listen to Justin Bieber’s old song baby
6VF0GEf3S0I,When he said “ok google” my google home went off?
6VF0GEf3S0I,“Omg love him but Yummy is just like not it.”
6VF0GEf3S0I,“YUMMY’S NOT WHAT?!”
6VF0GEf3S0I,I watched this 10 times ?
6VF0GEf3S0I,Is it just me that every David’s vlogs are 4:20 long?
6VF0GEf3S0I,"When he said ""ok google"" it stopped the video and took me to my google"
6VF0GEf3S0I,"When Alex said ""hey Google"" my Google turned on ?"
6VF0GEf3S0I,"“ yummy is not it...” “ OMG JUSTIN, yeh u got that yummy yummy”"
6VF0GEf3S0I,Imagine just walking next to a Tesla then David saying get in for your thoughts on Justin Beiber
6VF0GEf3S0I,David: casually so here’s Justin Bieber
6VF0GEf3S0I,"I have watched this video over and over and over , I really enjoyed every single moment, Justin is so cute and hot"
6VF0GEf3S0I,"""Yummy is just not it"" I'm Lmaoo"
6VF0GEf3S0I,person: “yummy isn’t it”
6VF0GEf3S0I,justin: “im gonna kill you”
6VF0GEf3S0I,me: he probably would tho. one less ‘yummy’ hater (lol sorry about the quotes)
6VF0GEf3S0I,"Justin bieber using David channel to sponsor his new song "" yummy """
6VF0GEf3S0I,We fought and like omg we fought cause I was a bigger fan .. sad
6VF0GEf3S0I,Last guy is the CEO of contradiction.
6VF0GEf3S0I,03:50:00 AM
6VF0GEf3S0I,Why is every gay guy like that? ?
6VF0GEf3S0I,“Okay yummy’s good. Yeah you got that yummy yummy” LMFAOO DEAD
6VF0GEf3S0I,3:34 its the best reaction evar! LOL
6VF0GEf3S0I,2:48 I thought her shirt said cumrag lmao
6VF0GEf3S0I,remember when the man went to jail? he seems like a overall better person now (not saying that he was ever a bad person)
6VF0GEf3S0I,David : hey get in my car lets have a chat!
6VF0GEf3S0I,Stranger: yeh sure why not.
6VF0GEf3S0I,"I swear, David has huge celebrities on speed-dial"
6VF0GEf3S0I,Lol ? I love ?? the guy who said yummy ? isn’t That good and when Justin pops up he starts singing ? it lmfao I can’t !!!
6VF0GEf3S0I,Don’t ever tell david a bad thing about anyone if he asks cause they are 100% going to be there to meet you.
6VF0GEf3S0I,I'm catching up on my David dobrik and apparently this was out when yummy came out so I'm really late ???
6VF0GEf3S0I,3:51 it killed me when he started singing it ?
6VF0GEf3S0I,“ok but yummy is not it” Justin pops out: starts singing “u got that yummy yummy”
6VF0GEf3S0I,"Ever since I’ve started watching your 4 minute and 20 second long videos, I’ve become addicted to weed"
