video_id,comments
sRyslbdtT90,Sri Lanka=cheap. Bro u rich cuz dats expensive
sRyslbdtT90,"almost at 1 mil guys, good work! I just subbed, hope that that helps"
sRyslbdtT90,why show picture of gdansk when u talking bout krakow?
sRyslbdtT90,"Plane tickets are what make the trip hella expensive. 80% of the budget is on airline tickets ;( [EDIT: umm flights ARE the most expensive part of the trip, especially during peak season and especially from LAX. The only place I can go for a cheap price is mexico or somewhere domestic. Seriously.]"
sRyslbdtT90,Been to Nepal gotta admit it's value for money 
Ik9NeDDnd5Q,Proud to be Antiguan?
Ik9NeDDnd5Q,My husband and I will be celebrating our silver wedding anniversary here in December.  ? 
SL_YBLWdZb8,Nice one guys. Super info packed. Those pisco sours looked delish.
SL_YBLWdZb8,Hermoso peru.... algun dia espero visitarla??????
SL_YBLWdZb8,one of the most amazing places i have ever been and i still didn't have anywhere near enough time to explore all she has to offer. Viva Peru! <3
SL_YBLWdZb8,Thank you for making the correction about (American) anyone who was born in the American continent is an AMERICAN
SL_YBLWdZb8,I really liked the way you gave us so much information in an entertaining way. Must have taken a lot of research and planning to make sure you were prepared to record that while in Peru an on the road.
SL_YBLWdZb8,"Thats my Country!, keep doing the best documentaries. cheers from Lima-Peru!"
SL_YBLWdZb8,Peru is defiantly high up on my bucket list! I really want to trek the Incan trail to Machu Picchu. I can’t wait to go there once I’m done with college!
SL_YBLWdZb8,"Lima ""Cuidad de Los Reyes"" aka ""City of Kings"". Thnx guys very cool vid about Lima. Cheers from Toronto!"
SL_YBLWdZb8,"Soy de Perú les quedó muy lindo , los sigo desde hace poco y me  encantan todos sus videos."
SL_YBLWdZb8,i want to visit peru so badly!
SL_YBLWdZb8,"Wow, where have you guys been all my life ?? I am Peruvian but have lived in the U.S. for so many years. When I go back to motherland I bring a list of things I have to eat, it is an endless list though. Great vlog with awesome tips, you guys are the best, I am sure you know that already. I am happy I have found your channel."
SL_YBLWdZb8,"This was a fantastic and informative video! Peru has been on my bucket list for ages, and this really just makes me want to cross it off that list sooner. One of my anthropology professors specialized in Central and South America (so he based many of his lectures around those regions), and I recognized several of the facts in the video. I really love how y'all are not only giving us travel tips, but also providing quite a bit of history on the country and cultures in Peru. Can't wait for the Machu Picchu video y'all are doing with YouTube!"
SL_YBLWdZb8,"My gods. Blown away at the level of information you guys delivered here, and with all the great b-roll to help fill it in. Amazingly done guys. Value packed! Lake Titicaca!"
SL_YBLWdZb8,"Peru is beautiful. Next time you guys go, you should hike the Inca trail. It was an amazing pilgrimage and one of my all time travel highlights!"
SL_YBLWdZb8,Finally! So happy to relive my memories in the places you visited!
SL_YBLWdZb8,pisco sour ?  is ?  so ?  good
SL_YBLWdZb8,"Im Peruvian! You guys definitely covered Peru well! Can’t wait to see more, #vagabuddy since you guys had 20k subs!"
SL_YBLWdZb8,I want to go to Peru so bad
SL_YBLWdZb8,Awesome video. I spent New Years last year in Lima. Backpacked for a month and did Machu Picchu as well as other cities. Your video is spot on with all the information needed for first timers to Peru.
SL_YBLWdZb8,Proud Peruvian American over here ????? You guys put out the best travel  content here on YouTube and already you are doing Peru proud. Keep up the great work! 
sJuomOEUvDU,Sprechen Sie Deutsch? Abonniert - http://bit.ly/2wo0oOR ;-)
sJuomOEUvDU,Don't forget to click on the bell next to the subscription to avoid missing a new video!  
sJuomOEUvDU,More life hacks: https://youtu.be/M3qQH825kYU?list=PLy0LaulZe0vSljAapkasaxsIKJp7I-7j0
sJuomOEUvDU,? Let's be friends: 
sJuomOEUvDU,How many of you like vacations?
sJuomOEUvDU,STASH IT IN YOUR SHOES. ALL OF IT. EVERYTHING.
sJuomOEUvDU,Random person:  1 dollar is worth nothing
sJuomOEUvDU,Girl in blue shirt: snaps to fold clothes
sJuomOEUvDU,Thanos: snaps to get rid of avengers
sJuomOEUvDU,I like to put my hair ties on my wrist
sJuomOEUvDU,"""No one will know you keep your money in a cream jar"" "
sJuomOEUvDU,Me: well.... they do now
sJuomOEUvDU,“It’s a good idea to stash money in your phone”
sJuomOEUvDU,1:35 that’s me when packing ?
sJuomOEUvDU,WhO wOuLd'Ve ThOuGhT I cOuLd UsE cOnTaInErS tO pUt StUfF iN
sJuomOEUvDU,Im sure Cristine will tell Ben about these when he gets a vacation!
sJuomOEUvDU,ItS nOt A pRoBlEm AnYmOrE!
sJuomOEUvDU,"""You'll definitely be mistaken for a Gipsy"" most racist line of 2017"
sJuomOEUvDU,I normally use your the money in phone case hack lol
sJuomOEUvDU,I like the idea to put your hair accessories in tic tac container
sJuomOEUvDU,01:43:00 AM
sJuomOEUvDU,"Blondie:come on guys, I need to put all of you in."
sJuomOEUvDU,Me: what?we all can't fit in your back pack
sJuomOEUvDU,Now when I got to the pool or something like that I know why they stole my deodorant?
sJuomOEUvDU,The golden haired girl looks very beautiful when she wears all of her jewelry
sJuomOEUvDU,I’m ur BIGGEST FAN so can I have the phone with the zipper
sJuomOEUvDU,I love both of you and I've seen all your videos this hacks are simply genius I love them so much !!!
sJuomOEUvDU,???
sJuomOEUvDU,I miss you guys in the new vids :( please be in more videos! This is my favorite troom troom video!!!!!! I watch it almost everyday! ??
sJuomOEUvDU,07:42:00 AM
sJuomOEUvDU,"""What should I do with toothpaste?"""
sJuomOEUvDU,I was here when they had 800k congrats on 5 mill !!!
sJuomOEUvDU,Why are you always using one dollars it is almost worth nothing
sJuomOEUvDU,Hey it’s 2018 and I just voted on the “do you like to travel?” And it said “yes: 97%” and “no: 7%” how?????
sJuomOEUvDU,1:35 is me when I'm packing my stuff ?
sJuomOEUvDU,this is good caz im going to the snow for my first time and seeing my family from other states! (we are driving the whole time and aren't taking a plane) :D
sJuomOEUvDU,"""I snap my fingers and things get stuffed un my backpack""  proceeds to touch things that stay on the couch"
sJuomOEUvDU,I love traveling so much
sJuomOEUvDU,Can we put the ? coffee into wide straws like u put the product by sealing them plzz ans
sJuomOEUvDU,Its' videos  sorry correction
sJuomOEUvDU,"This helped me so much! I went to Kos in Greece during Autumn, and the hacks helped! :D"
sJuomOEUvDU,I learn to pack my clothes when i travel ?
sJuomOEUvDU,Thanks for the vid I'm traveling this weekend
sJuomOEUvDU,I'm my trip to Canada someone stole my new iPad before I can even log into it and stuff
sJuomOEUvDU,she tries snapping her fingers
sJuomOEUvDU,Me:  Thanos am I right?
sJuomOEUvDU,me: sees her cramming everything into her backpack Arent you supposed to back a day or two before the trip???
sJuomOEUvDU,“Bank Note”?!?!?!?
sJuomOEUvDU,I am in love with Troom Troom!!!???????
sJuomOEUvDU,Took troom: omg i have way too many clothes!
sJuomOEUvDU,"Me: I have one top,one pair of underwear,one pair of jeans and one pair of socks"
sJuomOEUvDU,Don't sweat it!! Deodrent lol!?
sJuomOEUvDU,this is the most helpful video for traveling ever! I always spend about 1 month packing my bag and it just gets so trying but I still love traveling but the worst part is packing and btw I'm not really sure which one was my fav! I actually choose all of them as my fav! lysm u guys! 
sJuomOEUvDU,"I love troom troom, my favorite life hack channel! :)"
sJuomOEUvDU,Thanks for letting me know about this and I will send you the money when I get back home and I can get you a check
sJuomOEUvDU,I wach troom troom select so much
sJuomOEUvDU,And i wach you every day
sJuomOEUvDU,Hi!!! This is My first time watching Your channel. Thank You for sharing these ideas with Us. My favorite was how to make soap. I really liked Your ideas and did subscribe!
sJuomOEUvDU,7:23 (girl.2)she touching face or eye ---? girl.2 ??
sJuomOEUvDU,this was really smart and i love the funny names on the channel like the blue eyed girl and red head and curly sue there really funny
sJuomOEUvDU,Awesome Life Hacks!
sJuomOEUvDU,I'm an going to my grandma house and I like to pack lot of stuff
sJuomOEUvDU,Please make some more travel videos.That would be great of you.
sJuomOEUvDU,I tale more time to pack my things?
sJuomOEUvDU,I am going to use those ideas more thank you and some of those ideas I use now thank you those ideas are amazing I hope everybody listens to not use that much space and stuff don't fit anymore like good ideas make the journey better
sJuomOEUvDU,"It isn’t a good idea to put money inside you phonecase, because your phone could also been stolen"
sJuomOEUvDU,5:04 so if someone steals your phone what happens then?
sJuomOEUvDU,THE CLICKBAIT THO? I AM WHEEZING
sJuomOEUvDU,I think i would get in big trouble so i just watch your vids oh and im talking about your sneaky school stuff
sJuomOEUvDU,I LOVED IT THANK YOU
sJuomOEUvDU,Voice : I ask her to give me a flavored one
sJuomOEUvDU,Me : why your own coffee isn't flavored
sJuomOEUvDU,Will you guy's ever let someone do a video with you?.
sJuomOEUvDU,The magic sand??
sJuomOEUvDU,Hi you really need to do more videos  ?!!!
sJuomOEUvDU,You so awesomeeee
sJuomOEUvDU,The blonde one is actually me like I went on a on night 2 day trip anf brought two bags and a lot of clothes Idk why
sJuomOEUvDU,I love Troom Troom Chanel so much that I watch it ever day
sJuomOEUvDU,Thank you for sharing! You are very gifted. I like to travel as well:)I fairly recently revealed my first ever video - My travel diary in Queenstown. Eep!Would adore your comments on my video/editing so that I can also develop like you!
sJuomOEUvDU,"You know, it would be nice to know all these tricks BEFORE you go on vacation."
sJuomOEUvDU,LOVED IT SO MUCH THAT I WILL WATCH YOUR VIDS AT SCHOOL!????
sJuomOEUvDU,"This video is very helpful, because im travelling next month!!"
sJuomOEUvDU,Great idea I'm going on a trip
sJuomOEUvDU,Lol the dude said “ hello ;)”
sJuomOEUvDU,3:23 u forgot to take the package off...
sJuomOEUvDU,You'll be mistaken for a gypsy ???Classic
sJuomOEUvDU,There's already a spoon and a fork mixed together! It's called a spork
sJuomOEUvDU,"Yes troom troom, where can i get those sweet tr200s"
sJuomOEUvDU,I'm going to science camp soon so these will really help ?
sJuomOEUvDU,10:08 should i  stay or should i go // Stranger Things
sJuomOEUvDU,hay I really want you guys to do more how to sneak food into school.
sJuomOEUvDU,These are amazing travel hacks! Can you do another video like this?
sJuomOEUvDU,"Hey, great channel!"
sJuomOEUvDU,What if you travel with any instruments you never told us about that >:()
sJuomOEUvDU,Now l can know where to hide my money??
sJuomOEUvDU,Does anyone remember when troom troom videos were actually useful
sJuomOEUvDU,I put my money I the back of my phone all the time??????
sJuomOEUvDU,I'm glad I watched this because im traveling
sJuomOEUvDU,I'm watching this and the first hack popped up WHILE I was making my must haves list. Finally a hack video that gets my organisation level. ????
sJuomOEUvDU,A lot of great ideas! I thought the silicone around the glass perfume bottle was a perfect!!
sJuomOEUvDU,I LOVED THE ALL THE MAKEUP ONES
sJuomOEUvDU,"Love your clothes-packing,jewel-packing,the coffee,and your money-packing."
sJuomOEUvDU,<3o ICE CRAEM.  <—
sJuomOEUvDU,I love you guys your awesome and cool who ever hates this guess what haters back off
sJuomOEUvDU,this vedio is too good and u can plz tell me how i prevent my tiffin or food in trave i hope u make it for me and all d veiwers
sJuomOEUvDU,This is amazing
sJuomOEUvDU,im gonna go to London with my mom to visit my moms sister in 30 days! and this realy helped me?
sJuomOEUvDU,“Pour them into a smaller bottle” me: no der Sherlock it’s called travel size
sJuomOEUvDU,This just thaught me to be lazy and rely on someone to do stuff for me??how nice
sJuomOEUvDU,Like my comment if you found the pun XD
sJuomOEUvDU,2:12 where is the makeup??
sJuomOEUvDU,i watch this video so much it helps a lot
sJuomOEUvDU,I used that me only shoe trick before I saw this haha XX ? lol?
sJuomOEUvDU,Thank you guys for such helpful hacks
sJuomOEUvDU,im sry I threw up after the first 0.5 millisecond of the video
sJuomOEUvDU,Last November I went to Hong Kong and we started planning where we will go last September
sJuomOEUvDU,Wait until u go to the security thing
sJuomOEUvDU,Wait until u go to the security thing
sJuomOEUvDU,1)I woke up
sJuomOEUvDU,2)I met the creators of Troom Troom
sJuomOEUvDU,3)I cried
sJuomOEUvDU,"Sadly the real order is 2,1 and 3"
sJuomOEUvDU,You are amazing you do the best videos ever
sJuomOEUvDU,amazing ideas?? love it
sJuomOEUvDU,5:00 HELLO ;) says da caterpillar
sJuomOEUvDU,Me and my little sister love troom troom u are amazing thank for all your video
sJuomOEUvDU,I loved the last one it's like super smart
sJuomOEUvDU,I’m using all of these hacks when I am going to travel??
sJuomOEUvDU,GOD! I lost all my BANK NOTES
sJuomOEUvDU,Gotta get them troom troom views ????
sJuomOEUvDU,I'm a traveler So i know everything about traveling but i want to learn more from this video
sJuomOEUvDU,i wonder how the girls voice sounds.
sJuomOEUvDU,I like when you snap your finger and pack your clothes
sJuomOEUvDU,10:09  Stranger Things (2016)
sJuomOEUvDU,Don’t sweat it! 
sJuomOEUvDU,-antiperspirant joke
sJuomOEUvDU,Best hack: stuff everything in ur shoes!
sJuomOEUvDU,Love them all?
sJuomOEUvDU,I LOVE THESE SO MUCH LIKE I JUST WANT TO WALK INTO THE SCREEN AND HUG THEM
sJuomOEUvDU,Lol takes off shoe grabs money.
sJuomOEUvDU,btw love u troom troom
sJuomOEUvDU,I love your videos I spend more time watching than playing roblox oh m god I love your videos
sJuomOEUvDU,yay love you guys.
sJuomOEUvDU,if I am going to travel I will use these hacks
sJuomOEUvDU,How does my friend manage it?
sJuomOEUvDU,Me:by not waiting till the last minute!??DUH
sJuomOEUvDU,"I will do that, if i have that boxs. ?"
sJuomOEUvDU,Crazy cool I love this!!!
sJuomOEUvDU,I already knew that you can put money in your
sJuomOEUvDU,I loved the money hiding it keeps my money safe
sJuomOEUvDU,I'm traveling soon and this will really help :P
sJuomOEUvDU,"I ,oved the shoes trick I could use that in handy plus I love troom troom"
sJuomOEUvDU,Red head is beautiful in all of the  video's
sJuomOEUvDU,this helped me soooooo much
sJuomOEUvDU,I remember when you guys just had 100K subscribers. You've all come a long way!
sJuomOEUvDU,I swear this is the only good troom troom video ;-;
sJuomOEUvDU,Thanks again for your self o yeah
sJuomOEUvDU,When my phone gets stealed i loose money
sJuomOEUvDU,Ooh ooh those diamonds I have those
sJuomOEUvDU,every one can expect that the money is in that spray because it’s on YouTube ??????silly
sJuomOEUvDU,I learned German too! ?
sJuomOEUvDU,I LOVE YOUR LIFE HACKS MY MOTHER SAID ITS SO USEFUL GOOD GIRL ILOVE MY MOM
sJuomOEUvDU,How to pack ? plz ??
sJuomOEUvDU,I stash money in my phone all the time
sJuomOEUvDU,I get it from the money but for the putting your money i a phone case every one knows that hack so id rather not do that one...
sJuomOEUvDU,I’m traveling right now
sJuomOEUvDU,Looking forward to it and
sJuomOEUvDU,WOW THAT WAS AWESOME
sJuomOEUvDU,Omg I love you toom troom
sJuomOEUvDU,i had a 10 minute long ad during this
sJuomOEUvDU,I?? YOUTUBE
sJuomOEUvDU,SO SWEET OF  YOU???
sJuomOEUvDU,4:54 my fav. hacks
sJuomOEUvDU,i am going to florida in a month for about four days.. so this helps
sJuomOEUvDU,So amazing can you do pranks about pretending to be killed
sJuomOEUvDU,My favorite part is when we hide the money
sJuomOEUvDU,Helooo je ne parle pas anglais mais français je vooulez te dire que tu as des très bonne idée bisou ???·????
sJuomOEUvDU,9:30 that's called a spork
sJuomOEUvDU,"Great life hacks but with the fork and spoon one, cant you use one of those little spork thingies they hand out at school?"
sJuomOEUvDU,PUT MONEY IN MY SHOES!
sJuomOEUvDU,"I'm so excited! Maybe you can do...........?s  pranks,"
sJuomOEUvDU,?????????? I'm so happy.
sJuomOEUvDU,OMG before u said u can put ur money in ur phone case I did not know u included this hack in thus video ??
sJuomOEUvDU,a bank note I'm dead ?
sJuomOEUvDU,I use to put anything that could break packed into towels when i travel it is often a hotel with an outdoor pool!
sJuomOEUvDU,5:25 can u actually say that?!?!?!?!???
sJuomOEUvDU,"You love babies, dogs, cats ...........so, welcome to my channel, Thanks."
sJuomOEUvDU,I want the thumbnail
sJuomOEUvDU,I LOVED  IT  GOOD STUFF IN YOUR HOUSE
sJuomOEUvDU,I love whaching your videos can you do another traveling life hake please
sJuomOEUvDU,So have just had a thunderstorm in the night and we have a dog we up all night cos she was frightened and we are having another one today  and Monday with Tuesday but l am absolutely tired but l am happy because l am watching u guys ??????
sJuomOEUvDU,That's why I pack be for! But like if doing theses thumbs down if not
sJuomOEUvDU,5:05 My sis does that
sJuomOEUvDU,Um there’s a cap on makeup bottles for a reason
sJuomOEUvDU,omg im going to napal in a fyew months ill yous thees hacks
sJuomOEUvDU,siriously i like 100000% of traveling
sJuomOEUvDU,when you said should i stay or should i go That made me think of Stranger Things
sJuomOEUvDU,I liked all of them ?
sJuomOEUvDU,"instagram, i dont know what to pack, please help... slim tea?? ok!"
sJuomOEUvDU,OH IM MISSING UR NEW SHOW!!!!!!!!!!
sJuomOEUvDU,I have a empty tic tac cotaner so I will try that hack!
sJuomOEUvDU,Do they realize that sporks exist?
sJuomOEUvDU,make school pranks for stander 6th
sJuomOEUvDU,?
sJuomOEUvDU,best life hacks ever!!!
sJuomOEUvDU,so cool how do you do this stuff
sJuomOEUvDU,i came for the thumbnail
sJuomOEUvDU,I been new the phone trick a
sJuomOEUvDU,omg what even is this
sJuomOEUvDU,I love troom troom but I'm in my brothers account
sJuomOEUvDU,I had to watch this I'm traveling tomorrow Thanks troom troom great life hacks!
sJuomOEUvDU,Wow who would have thought that you could put jewelry in a box for travel ?????????
sJuomOEUvDU,I love your LIFE HACKS!
sJuomOEUvDU,Sometimes I feel like this was ment to be a fuine
sJuomOEUvDU,"Ur vids are litterally just stuff in ur other vids, get new material?"
sJuomOEUvDU,I love ol of them
sJuomOEUvDU,Earphones jewelrys?! I’m slowly dying in side
sJuomOEUvDU,I love you troom troom (^^)O:-):-D
sJuomOEUvDU,?????????????
sJuomOEUvDU,Troom Troom in this video you reinvented spork
sJuomOEUvDU,I know all things you dont need to saw and sa me bad grils
sJuomOEUvDU,I am actually going to travel on a plane on February 9 2018
sJuomOEUvDU,I liked them all ?
sJuomOEUvDU,Robber: Watches this video
sJuomOEUvDU,Robber: Steals EVERYTHING
sJuomOEUvDU,JUST HIDE YOUR MONEY IN YOUR PANTS POCKET!
sJuomOEUvDU,Travel its self cuz I always drive about 7 hours and soon I have to drive 9 hours
sJuomOEUvDU,Who loves live hacks?
sJuomOEUvDU,Great ideas... Love you??
sJuomOEUvDU,Mum always tells me that do ur gadget help u when ur sick and stuff ssooo annoying
sJuomOEUvDU,Lol the money with phone case i know that one (How? I just hid it there for no reason)
sJuomOEUvDU,I ?TRAVEL
sJuomOEUvDU,?????? ????? ???????
sJuomOEUvDU,OMG SOOO BORED RIGHT NOW !
sJuomOEUvDU,I LOVE YOUR VIDEOS??????????
sJuomOEUvDU,A spork was already invented
sJuomOEUvDU,I just love all groom groom videos
sJuomOEUvDU,Thank u so much ?? love u
sJuomOEUvDU,I liked were you had to put your makeup and I ussualy use were you put those things in your shoes to make it comfortable
sJuomOEUvDU,You’re so cool
sJuomOEUvDU,cool I have a great travel idea
sJuomOEUvDU,I use a suitcase nota backpack. ?
sJuomOEUvDU,WOW! 
sJuomOEUvDU,Put your jewelry in a BOX?! I never thought of that! 
sJuomOEUvDU,I love how this has 16M views but not even 100k likes
sJuomOEUvDU,I subscribe!
sJuomOEUvDU,I love to Travel.
sJuomOEUvDU,I I'm so have an idea you can put cotton pads or cotton to put around nail polish or small items
sJuomOEUvDU,  items that could
sJuomOEUvDU, break
sJuomOEUvDU,Cool ????
sJuomOEUvDU,My name is Ishika and I am 10 years old. I am going on a vacation on 11 and I have tried the container topic and spoon ??
sJuomOEUvDU,You are awesome And I love your videos they are awesome and You or outstanding
sJuomOEUvDU,"Ok wait, so you put your money with the most valuable thing you always take with you so when someone steals your phone they steal your money. Well that's smart."
sJuomOEUvDU,Can't we just have a friend or parent help us with the back pack? inhales BOI  (sorry I like sayin BOI)
sJuomOEUvDU,see little packs you put the jury and stuff in those are cute you can play Barbies with those
sJuomOEUvDU,I had click on the belll
sJuomOEUvDU,Omg I was groom troops 1k like on the comment!
sJuomOEUvDU,I Love it ?
sJuomOEUvDU,Troom troom. Make it easy
sJuomOEUvDU,I actually used some of these life hacks and they worked!
sJuomOEUvDU,I love troom channel its amazing ?????
sJuomOEUvDU,Much different for men
sJuomOEUvDU,i like Troomtroom???
sJuomOEUvDU,I really needed that video
sJuomOEUvDU,I love troom troom
sJuomOEUvDU,Are you traveling for somewhere???
sJuomOEUvDU,OMG that is magic
sJuomOEUvDU,Beautiful.
sJuomOEUvDU,i wish I could travel because my parents don't let me but when I'm bigger I'll go to Australia  my favorite  continent  love you videos you inspire me so much:)
sJuomOEUvDU,Please make prank video
sJuomOEUvDU,I love your ideas and I want to try to do the money one
sJuomOEUvDU,I love this youtube channel
sJuomOEUvDU,Just throwing stuff in would have been faster considering the fact that they were late ?
sJuomOEUvDU,I love you and your channel it's amazing ???
sJuomOEUvDU,I need that
sJuomOEUvDU,2:23 YOU WERE IN A GOD DAMN HURRY
sJuomOEUvDU,what country do you come from I come from Poland
sJuomOEUvDU,love...it??
sJuomOEUvDU,I LOVE TO SEE  TROOM TROOM VERY MUCH  IT AMAZING
sJuomOEUvDU,I love ?? u guys
sJuomOEUvDU,5:09 you copied wengie
sJuomOEUvDU,Thanks for
sJuomOEUvDU,This helps me get packed for Disney
sJuomOEUvDU,Hi there I am Malaysian. At my country don't have zip lock bag and how can't I do thing without it
sJuomOEUvDU,hahahahahahaahah it's so funny
sJuomOEUvDU,hahahahahahaahah it's so funny
sJuomOEUvDU,Now everyone can have a safe and comfortable trip???thanks troom troom??
sJuomOEUvDU,I love it all of them
sJuomOEUvDU,I am also travelling on June 17th so this really helps meee
sJuomOEUvDU,They have so many tums down
sJuomOEUvDU,Bank note? What is this the 60’s?
sJuomOEUvDU,Awesome vid!
sJuomOEUvDU,It was wonderful troom troom pranks
sJuomOEUvDU,Love u
sJuomOEUvDU,I usually use that money hiding  trick in ur mobile case..ND I like that coffee hack..??
sJuomOEUvDU,Yeah I love traveling
sJuomOEUvDU,I am going to try all of them
sJuomOEUvDU,My mom and I are going to San Diego
sJuomOEUvDU,Wow
sJuomOEUvDU,Do you think you- tube can pack your backpack ???
sJuomOEUvDU,07:30 putting perfume on the  clothes is not a bad idea at all
sJuomOEUvDU,Ooooh this is great
sJuomOEUvDU,I like your vid::))
sJuomOEUvDU,Thank you for these hacks ! ?•?•?
sJuomOEUvDU,I am going to South Korea
sJuomOEUvDU,Love your hacks
sJuomOEUvDU,It's the best thing ever
sJuomOEUvDU,I mean I'm sick today I messed up sorry
sJuomOEUvDU,The voice over sounds like a alian trying to do an impression of a human
sJuomOEUvDU,What if theif watch this
sJuomOEUvDU,Ok but what is the name of the two girls in the video  i want to know
sJuomOEUvDU,who love troom make it easy
sJuomOEUvDU,I like your videos specially   student  and the teacher once
sJuomOEUvDU,"???? ????, ? ??? ?????? ?? ????? ??????? ??????! ???? ?? ??????, ???????? ??? ?? ???????!???  ??????!!!"
sJuomOEUvDU,Lmao u can get sporks for free at almost any fast food place
sJuomOEUvDU,I love you ???????????????????
sJuomOEUvDU,I tried the cellphone with money but my phone is stollen!and my money is there. ill never trust that trick anymore!?????
sJuomOEUvDU,OMG!?
sJuomOEUvDU,i love you
sJuomOEUvDU,I love Troom troom???????????
sJuomOEUvDU,Do you have a boyfriend ?
sJuomOEUvDU,troom troom where do you guys buyd these shoes from???
sJuomOEUvDU,I love you guys!
sJuomOEUvDU,Yay....... Wow....... TROOM TROOM ?............... My school picnic is on 29th November Yay
sJuomOEUvDU,All of them
sJuomOEUvDU,You have more subscribers than:
sJuomOEUvDU,Me
sJuomOEUvDU,Kaiko
sJuomOEUvDU,Blowek
sJuomOEUvDU,You guys are like the smartest girls I know!
sJuomOEUvDU,I love you troom troom your videos and pranks and I prank my friend too.  But she was  all right with that she was sensitive
sJuomOEUvDU,troom troom team are amaximg
sJuomOEUvDU,It's a nice video it helps who doesn't now how to pack
sJuomOEUvDU,Hey guys my brother. He wand thes view please
sJuomOEUvDU,I am totally going out tomorrow night at my two kids school
sJuomOEUvDU,9:38 I tried it. My scissors broke. (rip) ?
sJuomOEUvDU,I’m traveling
sJuomOEUvDU,Good job???
sJuomOEUvDU,I love this
sJuomOEUvDU,I like the shoe makeup
