video_id,comment,
lTI_B9ez-J8,bringt sich für den test extra das schwimmen bei weil mans im iran nicht als kind lernt,
lTI_B9ez-J8,fällt durch weil seine fußstellung nicht perfekt ist...,
lTI_B9ez-J8,"Das ist so frustrierend mit dem Brustschwimmen bei Asghar? er hätte das wirklich verdient! Und 1/10 zu langsam, also wirklich...",
lTI_B9ez-J8,Gibt es beim Eignungstest eigentlich Raucherpausen?,
lTI_B9ez-J8,Wow der Ringer hat echt überall Muskeln.... sogar im Ohr!,
lTI_B9ez-J8,Hoffe er schafft es Nächstes Jahr,
lTI_B9ez-J8,Mega Respekt vor dem Ringer :o,
lTI_B9ez-J8,Hut ab vor allen die das schaffen. Mein größtes Respekt an Asghar. Er wird es beim nächsten Anlauf bestimmt schaffen.,
lTI_B9ez-J8,23:11 Glückwunsch hab mich riesig gefreut da er aus meiner Stadt kommt aber das man für das T-Shirt bezahlen muss als bestandener find ich schwach ?????.,
lTI_B9ez-J8,"Alle die hier ""qualifizierte"" Kommentare abgegeben und sich auch noch lustig darüber machen, dass etwas nicht gut klappt ...  Man muss nicht nur eine Sache gut machen ... ",
lTI_B9ez-J8,"Nicht zu vergessen, um 6.00 Uhr (Anreisezeit kommt noch dazu) da sein und bis zum Lauf (ca. 17.00 Uhr) fit sein, das muss man erstmal nachmachen... Allen die sich dieser Prüfung stellen, Respekt!",
lTI_B9ez-J8,"Immer wenn ich nicht lernen will, lande ich bei diesen Dokus. Ohne Klausuren würde ich mir das safe nicht geben :´D",
lTI_B9ez-J8,Ich fände es mega wenn ihr nächstes Jahr den Ringer zu der Aufnahmeprüfung begleitet. Er war sehr sympathisch und sah so aus als würde er sich nicht unter kriegen lassen. Nächste mal schafft er es sicher ??,
lTI_B9ez-J8,Also ich will nicht haten aber wenn es mein Traum ist Sportstudium zu machen dann trainier ich jeden Tag (nicht einmal die Woche) solange bis es klappt.,
lTI_B9ez-J8,"11:38 ""Das ist auch akzeptabel""",
lTI_B9ez-J8,"Bei 16:23, warum musste Tim nicht aus der Rolle rückwärts in den handstand, sondern nur eine Rolle rückwärts machen?",
lTI_B9ez-J8,Tim digga was ist los mit dir? Stehst du auf Bauchklatscher ahahahah,
lTI_B9ez-J8,Die Spoho hält seit Jahren konstant die Durchfallquote bei ca. 50% ob das wohl Zufall ist?,
lTI_B9ez-J8,"Lieber NDR, vielen Dank für diese informative Doku! Wie wäre es mit einer Dokumentation über die Aufnahmeprüfungen in den Fächern Kunst und Musik?",
lTI_B9ez-J8,Ich frage mich ja immer wie viele richtig gute und kluge Sportwissenschaftler durch solche Tests vergrault werden. Nur weil jemand eine Sportart nicht kann darf er nicht die nächste Biomechanische Gleichung entwickeln. Irgendwie komisch aber wenn sie Spitzenwissenschaflter nicht haben wollen dann sollen sie sie auch nicht bekommen.,
lTI_B9ez-J8,Gibt es auch Wettessen dann melde ich mich an,
lTI_B9ez-J8,"19:50. ich fühle mit ihm. Er hat extra Schwimmen gelernt. Bei uns war es in der Grundschule usus. Ohne Gold abzeichen hat man seine Grundschulzeit nicht beendet. Ich finde da hätte man dann später im Studium mehr drauf achten müssen und alles wäre gut gewesen! Ja, wir lieben unsere Prüfungsrichtlinien, aber da hätte man durchaus etwas mehr mit Respekt arbeiten können/müssen.",
lTI_B9ez-J8,01:19:00 AM,
lTI_B9ez-J8,Zuschauer: Wie nah will der Kameramann noch zoomen.,
lTI_B9ez-J8,Wer zieht sich auch grad ne Pizza rein beim zuschauen?! ^^,
lTI_B9ez-J8,Als Physikstudent blutet mir doch ein wenig das Herz :D,
lTI_B9ez-J8,"Aber natürlich Glückwunsch! Klasse, dass er jetzt etwas machen kann, dass ihm wirklich Spaß macht! :)",
lTI_B9ez-J8,"Ich bin ja eigentlich recht sportlich, aber bei so vielen Anforderungen wäre ich total raus...",
lTI_B9ez-J8,Turnen zum Beispiel,
lTI_B9ez-J8,"2:36 Das 1 Meterbrett ist ein Wettkampfbrett, das muss man wissen - Axel Stoll",
lTI_B9ez-J8,"Schon krass, vorallem bei sportmanagement braucht man zusätzlich noch ein 2,1 abischnitt",
lTI_B9ez-J8,"3:06 man sieht schon an seiner Körperhaltung, dass das nichts wird",
lTI_B9ez-J8,"07:29 Da spricht Monte, zweites Standbein? ??",
lTI_B9ez-J8,0:43 gehts der gut???,
lTI_B9ez-J8,11:32 ist doch von Klein gegen Groß immer die die zählt.,
lTI_B9ez-J8,"""Um den Schnitt runter zu ziehen"" hahaha!",
lTI_B9ez-J8,Sieger T-Shirt muss noch gekauft werdern haha,
lTI_B9ez-J8,"Ich bin ehrlich gesagt geschockt... Ich möchte auch niemanden angreifen oder persönlich beurteilen,  aber die körperliche Koordinationsfähigkeit der Teilnehmer ist wirklich erschreckend , zudem wenn man die Zusatz Info bekommt, dass das das Ergebnis von einem Jahr VorbereitungsTraining sein soll.  Wirklich erschreckend.",
lTI_B9ez-J8,Bei 12:00 gleich sicher bemerkt: das ist doch die wo bei Klein gehen Groß immer kontrolliert???? ILONA GERLING,
lTI_B9ez-J8,Wenn man einfach mal in jeder Disziplin durchfallen würde. Ich. ??,
lTI_B9ez-J8,ein einziges trauerspiel ..,
lTI_B9ez-J8,Gibt es im emsland keine Schwimmbäder in denen man einen Sprung trainieren kann ?,
lTI_B9ez-J8,"Ich würde lieber eine Sportart studieren, statt so allgemein. Wieso ist das in DE nicht möglich?",
lTI_B9ez-J8,"2 Wochen im Turnverein, einmal die Woche turnen... Was das für'n ein Training",
lTI_B9ez-J8,Lieber Ringer ,
lTI_B9ez-J8,"Wenn du magst, kann ich dir gerne das Schwimmen beibringen, bin ausgebildete Leistungsschwimmerin und Trainerin",
lTI_B9ez-J8,23:11 Glückwunsch hab mich riesig gefreut da er aus meiner Stadt kommt aber das man für das T-Shirt bezahlen muss als bestandener find ich schwach ?????.,
lTI_B9ez-J8,also zum mitschreiben: wenn ihr leidenschaftlich für eine Sportart brennt: nicht auf die Hochschule gehen. wenn ihr jede Sportart gerne auf amateur Niveau beherrschen wollt: greift zu,
lTI_B9ez-J8,"Jedoch muss man sagen, dass Köln den schwierigsten Eignungstest hat. ",
lTI_B9ez-J8,"Leipzig ist auch schwer, jedoch nicht so wie der in Köln. ",
lTI_B9ez-J8,"Aber super, dass es darüber mal eine neue Doku gibt!",
lTI_B9ez-J8,"""Er hängt der Unterschwung an den Umschwung dran, das ist die hohe Kunst."" lul, er hat einfach hart überdreht^^",
lTI_B9ez-J8,"13.4s auf 100 m und 1,40m hochsprung, absoluter wahnsinn!",
lTI_B9ez-J8,"Ich konnte bis zur Grundschule nicht Schwimmen und wurde vom Sportlehrer niedergemacht, weil ich nur Hundekraueln konnte...vielfach fehlt es einfach an ordentlichen Pädagogen und Lehrern. Wer Kopfsprung beherrscht, beherrscht auch seinen Körper und darum geht es",
lTI_B9ez-J8,"Richtig toller Beitrag! ? Ich finde, dass der Zusammenhalt richtig gut wirkt! Sind halt alles Gleichgesinnte :)",
lTI_B9ez-J8,"Ich schaue mir diese Doku, währneddessen ich fastfood esse und stinke :D",
lTI_B9ez-J8,"respekt an alle, die diese prüfung versuchen und sogar meistern",
lTI_B9ez-J8,3:45 ??? der is ja komplett lost. Was macht so jemand an einer der besten Sporthochschulen Deutschlands?,
lTI_B9ez-J8,boah sind die meisten girls da granaten,
lTI_B9ez-J8,Die Kopfsprünge am Anfang sind ja der Hammer. ? Soll aber anscheinend ein besonderes Sprungbrett sein.,
lTI_B9ez-J8,0:45 nein,
lTI_B9ez-J8,3:22 und das man das vorher übt oder so? ?,
lTI_B9ez-J8,Wie kann man sich denn bei so einem Test bewerben und nicht mal einen vernünftigen Kopfsprung können? ?,
lTI_B9ez-J8,Das erste Mal schaue ich diese Doku mit bestandenem Test in der Tasche ?,
lTI_B9ez-J8,Tim hat ja null drauf HAHAHAHHA,
lTI_B9ez-J8,Aka “Mord als Traumberuf“,
lTI_B9ez-J8,"I love german discipline and fairness. If you don't get the marks you are simply out, there is no unequal treatment.",
lTI_B9ez-J8,Wie kann man da bitte antreten wenn man nicht mal einen kopfsprung kann,
lTI_B9ez-J8,"Was für eine Schande, Physik abzubrechen! :D",
lTI_B9ez-J8,3:23 3:45 Das bin sowas von ich...!???,
lTI_B9ez-J8,"Und dann komm ich beim Hochsprung mit 1, 5m....",
lTI_B9ez-J8,ich verstehe nicht warum sich die Bewerber nicht auf die Übungen vorbereiten. Ich gehe doch zu keiner Prüfung ohne zu wissen ob ich die Mindestanforderungen einhalten kann,
lTI_B9ez-J8,Mega Respekt vor dem Ringer :o,
lTI_B9ez-J8,Ich war dabei am gleichen Tag dabei und hab die asta Helfer wieder erkannt ?,
lTI_B9ez-J8,Hatte leider ein Defizit im Turnen aber hab's trotzdem geschafft ?,
lTI_B9ez-J8,Aber würde Tim mein Training sein würde ich mit Sport aufhören,
lTI_B9ez-J8,"Geil, die Motivation, nie mehr Physik zu lernen hat es gemacht!",
lTI_B9ez-J8,Manche sehen echt aus wie richtige Körperkrüppel ????,
lTI_B9ez-J8,Ich mach das nächstes Jahr aus Spaß mit. Nur um am Ende zu bestehen und zu sagen ich hasse Sport ??,
lTI_B9ez-J8,Schade dass keine Teilnehmerin begleitet wurde! Ansonsten schöner Einblick!,
lTI_B9ez-J8,Durchfallquote 50%?,
lTI_B9ez-J8,Beim Schwimmen stell ich mir das unappetitlich vor.,
lTI_B9ez-J8,warum wurden hier nur junge Männer begleitet?,
lTI_B9ez-J8,Asghar ist einfach hulk,
lTI_B9ez-J8,"An dieser Stelle mal ein richtig fettes Lob an die Asta Helfer (dudes in den pinken t shirts) der SpoHo. Hab den Test auch dieses Jahr gemacht und die haben ein richtig gepusht, vorallem beim 3000m Lauf",
lTI_B9ez-J8,??,
lTI_B9ez-J8,1:25 Ehrenmann? aus meiner Stadt ?? direkt für ihn die Daumen gedrückt.,
lTI_B9ez-J8,22:53 haha ehrenmann ??,
lTI_B9ez-J8,Sehr schöner Film. Hoffe das alle Darsteller/innen Ihre Ziele erreichen werden. :),
lTI_B9ez-J8,"Dachte kurz bei 2:26, die Stimme gehört Stefan Raab und es ist doch das TV Total Turmspringen",
lTI_B9ez-J8,Ich kenne Asgar persönlich er ist bester Mann ?? nächstes mal schaffst du es ????,
lTI_B9ez-J8,Der Sportlehrer??,
lTI_B9ez-J8,Wenn man nicht mal einen Hecht kann sollte man sich das mit Sport nochmal überlegen,
lTI_B9ez-J8,also ich sag mal so ich kann nur schwimmen und Fußball spielen reicht das? XD,
lTI_B9ez-J8,22:15 warum? Beim Bund werden auch keine Unterschiede bei den Anforderungen gemacht,
lTI_B9ez-J8,"Kann man Mal bitte herausheben, wie coole Socken der Typ in Pink bei 19:00 hat???",
lTI_B9ez-J8,"omg die heutige Jugend,!",
lTI_B9ez-J8,Schwimmen scheint ja nicht so beliebt zu sein?,
lTI_B9ez-J8,"Versteh nicht warum die Angst haben nen köpper vom 1er zu machen, bei uns im Dorf haben wir mit 12 nen Köpper von 5m hohen Bäumen gemacht?",
lTI_B9ez-J8,"Respekt, wer wäre gern auch so topfit wie diese Bewerber? ?",
lTI_B9ez-J8,besser bei der Aufnahmeprüfung scheitern... als mit falschen Illusionen im Studium zu Grunde gehen...,
lTI_B9ez-J8,"sehr hilfreich, danke!",
lTI_B9ez-J8,Schön gut so kann auch geilbien ???,
lTI_B9ez-J8,Asghar...warummmm,
lTI_B9ez-J8,Die bei 11:32 war ja mal richtig krass?,
lTI_B9ez-J8,Wi ekann man den Sprung von dem Brett verkacken?,
lTI_B9ez-J8,Oh man. Der Iraner tut mir so leid. Hätte ihm das echt sooo gegönnt :(,
lTI_B9ez-J8,Ab 22:25 wie heißt das Lied im Hintergrund?,
lTI_B9ez-J8,"Ich kann immer nicht verstehen, warum so viele durchfallen. Habe den Test selbst bestanden und das Niveau vor Ort ist teilweise unterirdisch, obwohl die Anforderungen nicht so extrem sind",
lTI_B9ez-J8,Krass das der keine köpper hinbekommen hat ? das hat man doch als Kind im Sommer schon einfach so gemacht,
lTI_B9ez-J8,bitte bei 19:27 stoppen,
lTI_B9ez-J8,"Ich versteh ja alles mögliche, aber wie kann man den beim Kopfsprung von 1er verkacken?",
lTI_B9ez-J8,Der Test ist zu easy und die Teilnehmer zu unsportlich. ? ,
jHHNa41EGUE,Thanks to everyone who made the last 'Top 10 Weirdest Sport in the world' video a huge success.,
jHHNa41EGUE,To celebrate - here's part 2. Enjoy!,
jHHNa41EGUE,Of course Afghanistan has a goat involved in their sport,
jHHNa41EGUE,4:38 that just screams broken ankle,
jHHNa41EGUE,Drunk Chess. ,
jHHNa41EGUE,"when you capture a piece, take a shot",
jHHNa41EGUE,"There is also a female Russian version of the slap contest called ""Booty Slapping Championship"".",
jHHNa41EGUE,Same idea but instead of slapping each others faces. They slap each others asses untill the other one basically loses balance or quits.,
jHHNa41EGUE,"Ninh, you’ve forgot about Flonkerton, the Icelandic sport of box of paper snowshoe racing",
jHHNa41EGUE,"5:41 Ah, yes, the buttfumble. Truly the pinnacle of our great American sporting tradition",
jHHNa41EGUE,Stay weird Finland,
jHHNa41EGUE,"Finland, the Japan of Europe",
jHHNa41EGUE,Couple more weird finnish sports you havent covered:,
jHHNa41EGUE,Swamp football,
jHHNa41EGUE,Sauna competitions,
jHHNa41EGUE,Swamp volleyball,
jHHNa41EGUE,"That 'Slaps' game should be called 'Russian Roshambo'... instead of getting kicked in the nards and last man standing wins, they slap the ever loving crap out of each other and the last man standing wins.",
jHHNa41EGUE,Hornussen actually sounds like a fun take on Golf to be honest. ,
jHHNa41EGUE,And if you told me about Ultimate Taserball without the video I'd have sworn you were describing a Sega game or something.,
jHHNa41EGUE,Edit: Have you done Figure-8 School Bus Races?,
jHHNa41EGUE,5:54 that's shocking,
jHHNa41EGUE,4:37 Animal Crossing New Horizons intensifies,
jHHNa41EGUE,we have oil wrestling in Turkey. Very mascular men wash up with olive oil and wrestle. :),
jHHNa41EGUE,Finland is amazing country!,
jHHNa41EGUE,5:41 just had to rub it in lmao,
jHHNa41EGUE,"Can't wait till ""The Ocho"" showcases more of these sports",
jHHNa41EGUE,4:24 Hahaha,
jHHNa41EGUE,4:29 HAHAHAHAHAHAHAHA!!!!!!!,
jHHNa41EGUE,LOL LOL! Chokes Dies*,
jHHNa41EGUE,Jomboy Media's got to cover some of these.   Thanks for putting all this together.,
jHHNa41EGUE,This was timed well to coincide with ESPN's Ocho special!,
jHHNa41EGUE,It's always a good day when ninh uploads.,
jHHNa41EGUE,2:52 or indoor equestrian with no actual horses,
jHHNa41EGUE,6:20 big tricks ?,
jHHNa41EGUE,I thought #6 (3:29) was something invented for Rambo 3. Never would’ve guessed that it’s an actual thing.,
jHHNa41EGUE,you deserve more subs ??,
jHHNa41EGUE,"That Ultimate Tazer Ball sounds like someone took an idea from ""Jackass"" movies and made it legit.",
jHHNa41EGUE,I’m a Swiss person and I never heard of Hornussen ??,
jHHNa41EGUE,??????????????,
jHHNa41EGUE,"4:15 This stuff only makes sense if you've lived in the Southern US your entire life. Needless to say, I don't understand them and I've lived there for 20 years of my life, still live there.",
jHHNa41EGUE,Any sport played in secondary school,
jHHNa41EGUE,"Ninh Ly; Ninh explains, [insert weird sport here].",
jHHNa41EGUE,"Jomboy: Write that down, write that down!",
jHHNa41EGUE,Future video topics for consideration:,
jHHNa41EGUE,- Ultimate Frisbee (there are leagues now),
jHHNa41EGUE,- Spikeball,
jHHNa41EGUE,- Kronum,
jHHNa41EGUE,12:42:00 AM,
jHHNa41EGUE,So like bizzaro soccer,
jHHNa41EGUE,"Too funny, thank you for making these videos",
jHHNa41EGUE,#11: Unicycle Shin Kicking,
jHHNa41EGUE,Thanks for the vids. Make sure to make more of them. Great content.,
jHHNa41EGUE,4:22 Im not sure if that sound you made was for something of either two that Im thinking on right now,
jHHNa41EGUE,Can you make a video on explaining ninja warrior/sasuke,
jHHNa41EGUE,I'm surprised you didn't go with the Russian booty slapping competition instead....,
jHHNa41EGUE,"if you die, ah you lose!!????",
jHHNa41EGUE,hooray! a new Ninh explains video!,
jHHNa41EGUE,Keep making more of these they are awesome,
jHHNa41EGUE,Every sport you're said I'm,
jHHNa41EGUE,"Like ""Why? """,
jHHNa41EGUE,Ninh you forgot about the great (I don't know the name) Chase a cheese down a hill while breaking every possible bone in your body,
jHHNa41EGUE,One of the weirdest sports ever made you probably missed in both of your videos:,
jHHNa41EGUE,https://en.wikipedia.org/wiki/Wellie_wanging,
jHHNa41EGUE,Keep making the great videos,
jHHNa41EGUE,Hey I'm in wheelchair can you do a video about wheelchair rugby,
jHHNa41EGUE,Not gonna lie... that thumbnail got me to watch ???,
jHHNa41EGUE,Cool video but less swearing please! I tried to show it to my little sister and.....well yeah,
jHHNa41EGUE,Great vid. I like it.,
jHHNa41EGUE,3:26 perkele  :DD mitä vittua   xdd tommosia,
jHHNa41EGUE,Need part 3,
jHHNa41EGUE,"That buzkashi one made me remember the Argentine ""juego de pato"" where they initially used a living duck for a ball, later replaced for a dead one. Nowadays they use a ball with handles similarly to horseball.",
jHHNa41EGUE,Yo need to do a real video on some of these sports,
jHHNa41EGUE,"Now, can you try to explain all of these weird sports in a different video? (except for the sports here that you already made a video about ofc)",
jHHNa41EGUE,How did Yorkshire get so weird with their sports? ???,
jHHNa41EGUE,Love your vids Ninh!,
jHHNa41EGUE,You could do an entire episode on The World Inuit-Eskimo Games,
jHHNa41EGUE,Why don’t you have more subs like actually,
