video_id,Comments
fBZcZuImlDw,"I can't stop crying, it hurts to see a dog in such condition"
fBZcZuImlDw,God bless this great people?I know you will be in heaven forever?
fBZcZuImlDw,i can wrap my head around how cruel and vile someone can be to hurt a sweet innocent puppy in such a horrific way. we don’t deserve animals. thankyou for saving this sweet pup ????
fBZcZuImlDw,It is so heartbreaking to see animals hurt like this I'm glad you saved her
fBZcZuImlDw,So the whole family is on the streets to fend for themselves again? You saved one of her pups and now you just turn it loose and hope they all survive?
fBZcZuImlDw,The violin music is absolutely heart breaking in the beginning- if anyone knows the song lemme know ??
fBZcZuImlDw,God bless these people caring for these animals ????
fBZcZuImlDw,Why are people are so abusive to animal's? :(
fBZcZuImlDw,Tears run down from my eyes watching this video.Only people can be so cruel!!! 1:23
fBZcZuImlDw,I want to quit my job in IT and do this for the rest of my life.
fBZcZuImlDw,0:14 I’ve never seen that before
fBZcZuImlDw,I hate those people who hurts these little animals ???? I wish I could save every kind of animal in one second???
fBZcZuImlDw,"I Think I Just Cried, Oh My God This Is Just So Beautiful. You Guys Are Such Nice And Generous People To Help Recover a Damaged Puppy???"
fBZcZuImlDw,Such a brave little puppy... I’m so glad that she’s okay! ???
fBZcZuImlDw,I’m glad those people found him just in time
fBZcZuImlDw,Poor puppy I wish he could not get hurt it hurts when you get hurt?
fBZcZuImlDw,"Broken hearts, broken bones ! ... You fix them all with your loving care - simply the best. . Thanking you from all those lucky recipients"
fBZcZuImlDw,0:39 watch from here if you don't want to see that poor puppy bleeding
fBZcZuImlDw,Please play adds.. everyone may not donate even if they want to do.  Especially the people who are still studying.. 
fBZcZuImlDw,please play adds.. we watch them completely.. and let this organisation to make some money from youtube.
fBZcZuImlDw,I thought puppy gonna die on the end? 
fBZcZuImlDw,I'm so glad he didn't die?
fBZcZuImlDw,My sister cry because he also thought the puppy gonna die on the end
fBZcZuImlDw,"This makes me so happy, I hope the dog is doing good"
fBZcZuImlDw,I cried when I saw the all the blood it was heart breaking for me cause I'm an animal lover
fBZcZuImlDw,There’s a special place in heaven for these people. I love dogs and love you
fBZcZuImlDw,We people don’t deserve dogs. We should appreciate them being with us.
fBZcZuImlDw,"I thank you from my heart for saving all of these animals!! People like you guys are amazing, making the world a better place for everyone! Thanks again and please continue doing this! Keep it up!"
fBZcZuImlDw,That puppy looking very cute it just makes my very cute thank you hope when you have these pets they make me cry for you keep doing it it makes me ? I love the dog
fBZcZuImlDw,THAT'S JUST RUDE RUNNING OVER A DOG LIKE THAT
fBZcZuImlDw,THE WORLD'S A NASTY PLACE THANK YOU SO MUCH FOR YOUR HELP FOR THE DOG
fBZcZuImlDw,WTF IS WRONG WITH THESE PEOPLE DON'T TAKE CARE OF DOGS ?????? my heart broken from this ? these heroes are amazing fixed this cute dog ???
fBZcZuImlDw,1 like =blessings for the dog to stay living
fBZcZuImlDw,I have 4 dogs and seeing dogs in pain hurts my head so much
fBZcZuImlDw,I wish  i could recover my dog....
fBZcZuImlDw,Im just a kid. I cant do anything.
fBZcZuImlDw,OMG THAT CUTE DOGGY SURVIVED.... YAAAY! :3 THAT PUPPY IS SO CUTE
fBZcZuImlDw,Is there an update on Olmang’s condition? 4:29
fBZcZuImlDw,Thank you for save this beauty dog ??
fBZcZuImlDw,"These People are so Freaking Nice,I cried when the Puppy was recovered These People Are gonna go to Heaven,if those people are reading this,thank you for saving this puppy. I cried Through this video ;-;"
fBZcZuImlDw,Bhagwan in jaise logo ko khush rakhe ....
fBZcZuImlDw,Inke liye to ek like banta he ??????
fBZcZuImlDw,what does india need:
fBZcZuImlDw,what does india have: TECH SUPPORT
fBZcZuImlDw,"When I'll be rich, I promise that I'll give you big part of my fortune to save all these animals???"
fBZcZuImlDw,"(I'm Maxime, 17 yo from France ??)"
fBZcZuImlDw,This is soooo heartbreaking ??
fBZcZuImlDw,such a cute puppy awww ? i’m glad you could save her.
fBZcZuImlDw,What did that dog even get into to get him that situation
fBZcZuImlDw,I wish all the happiness and success to animal aid
fBZcZuImlDw,Omg she looked like she wasn't gonna make it in the beginning I'm so glad she's still alive and back with her family
fBZcZuImlDw,"This is the true purpose of humans on the planet. We have the skills and the knowledge to help others who can't help themselves. Sadly, caring and compassion are mostly in short supply."
fBZcZuImlDw,So sad makes me wanna cry for an hour ??????
fBZcZuImlDw,"2:26 this is so sweet and beautifull, good man and happy animals ?"
fBZcZuImlDw,GREAT GREAT SALUTE ANIMALS AID ORGANIZATION GOD BLESS YOU YOU ARE REAL HERO THIS WORLD??????????????
fBZcZuImlDw,God will bless them in ways they will have never imagined.
fBZcZuImlDw,Such unimaginable pain and suffering on God's creatures. Thank you AAU. Great job!??? 3:35
fBZcZuImlDw,I don’t know what to say god bless yes you all?
fBZcZuImlDw,Love this people saving animals life ??
fBZcZuImlDw,Seeing her bleed so much made me so sad :c
fBZcZuImlDw,"Just report this Channel with this line: ""Please youtube let them play ads so we can contribute their ANGEL JOBS, we very grateful. I know the policy is no ads on graphic clip but the world will better when we have them, thank you""."
fBZcZuImlDw,We can do it. LETS DO IT
fBZcZuImlDw,OMG ;0
fBZcZuImlDw,When I saw this I clicked rlly fast :<
fBZcZuImlDw,HoW daRe SomEonE do ThIs to a PuppY >:^
fBZcZuImlDw,Thanks for helping injured animals :<
fBZcZuImlDw,"God bless you guys, you deserve like more than ever cuz you're amazing and incredible! I enjoyed this a lot and I wish other people could have the same attitude!"
fBZcZuImlDw,The start makes me cry all ready?but the ending is perfect jellybean it's not feeling not good now
fBZcZuImlDw,When I first saw the dog I was shocked and started to cry so much it was so sad to see it suffer ??
fBZcZuImlDw,Each member of Animal Aid Unlimited are True Heroes. I donate my money with a huge smile.??
fBZcZuImlDw,Omg i lost it and broke down when the mama dog said thank you
fBZcZuImlDw,"That's a really hard damage, incredible recovery. Hats off to you all."
fBZcZuImlDw,If your me you would have said me  Me:Just starts video
fBZcZuImlDw,Friend: CRY CRAZY
fBZcZuImlDw,"Got to be my favourite animal charity, the dedication is astounding!"
fBZcZuImlDw,If you have a heart against animal cruelty (likes are the hearts for all animals)
fBZcZuImlDw,I
fBZcZuImlDw,I
fBZcZuImlDw,\/
fBZcZuImlDw,I LOVE the  things you do un animales Life.
fBZcZuImlDw,"I am proud of all the members of animal aid such loving and caring you all are, I would also like to be part of animal aid and want to visit once you. Thanks for saving the puppy"
fBZcZuImlDw,Thank you?? for the helping animals thanks????????????
fBZcZuImlDw,awesome amazing hard working work as always thanks alot for saving this little cute puppy!! AMAZING!
fBZcZuImlDw,"Man, that looked painful :("
fBZcZuImlDw,All that blood...
fBZcZuImlDw,I loved it when the mom said thx
fBZcZuImlDw,When ill start earning will definitely do something for at least one animal ?
fBZcZuImlDw,When she was eating aww so cute?
fBZcZuImlDw,Awwwww that is the most beautiful hing ever
fBZcZuImlDw,How someone could do this much cruelty?????????  Thank u for saving jellybean.... God will definitely bless you???????????
fBZcZuImlDw,God bless ???
fBZcZuImlDw,Como é lindo saber que tem pessoas tão maravilhosas no mundo ainda vcs são os anjos enviado pelo senhor deus ???????
fBZcZuImlDw,This reminds me of something
fBZcZuImlDw,"Someone ran over my cat! I will hunt this MF down into heaven and back here to earth!  That cat was my child, I will see this things child dead DEAD before his or her eyes!  She will know my pain!!!"
fBZcZuImlDw,I’m so glad you always keep families together !!!
fBZcZuImlDw,Thanks for save ??
fBZcZuImlDw,Good will bless ??
fBZcZuImlDw,For ever??
fBZcZuImlDw,"That tail swinging is the best moment in every video, love you ?"
fBZcZuImlDw,"congratulations on your work, keep it up, the world needs bad heroes like you"
fBZcZuImlDw,Well...the song was sad and when i hear a sad song i will cry so much??
fBZcZuImlDw,Did anyone else love it when the dogs started to wag their tails like crazy at the end? So cute!
fBZcZuImlDw,"This is heartbreaking, Sweet Angels ???? thank you all ??"
fBZcZuImlDw,I cried the whole time cry ?
fBZcZuImlDw,That dog looked really cute when saying thanks
fBZcZuImlDw,U inspired me guys.. now i promise.. (mom swear) m gonna.. save animals like u ?
fBZcZuImlDw,You're the real heroes of the world!
fBZcZuImlDw,Lots of love to this team u guys are really amazing yrr
fBZcZuImlDw,This is soo heartwarming
fBZcZuImlDw,Glad to see her doing well ??
fBZcZuImlDw,together forever whenever gonna be apart :) but this puppy so cute and sadness i learn the lesson and i should help animals if it's hurry up to die :( sadness cute dog ive seen....
fBZcZuImlDw,Anybody that dislikes this video will go to hell because animal aid always helps and takes care of animals.
fBZcZuImlDw,And people hate that.
fBZcZuImlDw,But animal aid don't listen to the haters y'all doing a great job
fBZcZuImlDw,I wanna help animals to! This is the most amazing thing they do! I love you guys bless you all!
fBZcZuImlDw,I am so happy have a people like you in this world. Thank you very much for give us hope and save there inocents animals ?
fBZcZuImlDw,God bless you people..what a recovery...loads of kind deeds....straight into heaven
fBZcZuImlDw,Seems like a lot of these videos come from India. I love Indian people. ???
fBZcZuImlDw,"I can watch such terrible footage because I know there is an happy ending. You are angels, guys, and I love you."
fBZcZuImlDw,Those wagging tails say all the stories ???
fBZcZuImlDw,Respect for this guys
fBZcZuImlDw,I want to donate to the little dog who is dying  it's just so nice to donate I'm one of the nice people
fBZcZuImlDw,I would spend my money for this dog before I use it for myself ? I love animals !! God bless this doggie. I wish I could've adopted her
fBZcZuImlDw,Whoever disliked this video was trying to hit like but the tears in their eyes made it hard to see
fBZcZuImlDw,I cried a little bit at the end I was so happy
fBZcZuImlDw,Omg..and these sub humans walk by and do nothing!
fBZcZuImlDw,Me:wearing my glasses
fBZcZuImlDw,Dog:nose bleed
fBZcZuImlDw,i just wish this could have happened to my cat that got run over. it was a kitty nearly in it's one month until it was squashed. 
fBZcZuImlDw,rip enno.
fBZcZuImlDw,Faith in humanity restored... You guys are Angeles...
fBZcZuImlDw,Thank you! You saved a puppy from dying! You earned a free pass to heaven!
fBZcZuImlDw,I thank the doctor from abroad who is making this happen. I thank her for the excellent work. God bless her.
fBZcZuImlDw,This is so heartwarming
fBZcZuImlDw,God Bless You LOVELY Baby LOVE YOU
fBZcZuImlDw,I loved the moment when her mom 
fBZcZuImlDw,Saw she was ok
fBZcZuImlDw,Thank you for what you do! We need people like you that give a voice to these dogs
fBZcZuImlDw,Awwwww I'm literly crying
fBZcZuImlDw,Sir u are doing a very great job
fBZcZuImlDw,Plz don't stop this work
fBZcZuImlDw,Carry it on and we will not stop donating you and subscribing you
fBZcZuImlDw,the people that are hurting those animals should be burning in hell! this dog is lucky that it didnt die.. Like if you hate the people that are hurting animals!
fBZcZuImlDw,My God.. If u don't love animals than I seriously question your humanity
fBZcZuImlDw,???
fBZcZuImlDw,?? ????? ???
fBZcZuImlDw,Her mommy said thank u ????
fBZcZuImlDw,The thank u by mama dog was ?? 
fBZcZuImlDw,Also amazing recovery?
fBZcZuImlDw,i litterally was about to ?
fBZcZuImlDw,"That ""thank you"" from the mother."
fBZcZuImlDw,God bless you guys ? Thankyou for doing such a great job ?
fBZcZuImlDw,Who the flick has a heart to dislike these types of videos??!!?
fBZcZuImlDw,It's so hard to live with the knowledge that some people just want animals to die in pain and abuse them.......
fBZcZuImlDw,Muito lindo o que vcs fazem parabéns que tenham mais pessoas como vcs
fBZcZuImlDw,I know I am kid but when I will grow up I will do this job. 
fBZcZuImlDw,Proud to first aid people.
fBZcZuImlDw,So sad I was crying because of the video
fBZcZuImlDw,Mommy dog looks so happy and reliefed!
fBZcZuImlDw,Your organization are simply miracle workers! This shows what a little love and dedication can do for a life
fBZcZuImlDw,Do you guys have a number so I can talk to you about how thankful I am? I'm praying for you guys and thank you!
fBZcZuImlDw,Thanks for rescuing this little angle .
fBZcZuImlDw,I'm crying ???? 
fBZcZuImlDw,"how can anyone do this to a poor tiny cute creature? Thank you so so much for rescuing this pup , thanks alotttttt"
fBZcZuImlDw,These guys need some sort of prize
fBZcZuImlDw,Thank you so much ? god bless you
fBZcZuImlDw,Your gonna go to heaven??
fBZcZuImlDw,"Whoever hit this dog and didn’t stop to help it from what he had done, obviously he was speeding as there is no other excuse for him hitting it ! I feel that karma will get the person who hit this dog and never did anything to help as the person who hit it deserves nothing but bad karma, because obviously he has no heart or remorse for what he did ! I would like to Thank those who stopped and  helped this poor dog and I wish more people were like those of you who did help , and I do truly believe you guys are a rare kind of people that obviously I wish many more were like, as this world would definitely be better off ! Thanks and God Bless ?"
fBZcZuImlDw,"Bom dia anjos, com toda essa dedicação, amor e carinho tudo se resolve rapidinho ???????"
fBZcZuImlDw,I feel like we could make a petition to allow adverts on this channel regardless of the graphic nature. Their cause is good and their videos are positive. I think there will be a lot of advertisers who would be proud to advertise with this channel.
fBZcZuImlDw,My heart :(
fBZcZuImlDw,Awww So sad to see dogs and cats to pass away ?
fBZcZuImlDw,???????
fBZcZuImlDw,Thanks a lot Aid India ? very professional! I never saw this in other country i think is very important to show your videos in all the world!!!!
fBZcZuImlDw,What hit the poor dog? A tank?
fBZcZuImlDw,Bless you people for providing her with a second chance at life.
fBZcZuImlDw,God bless you ????
fBZcZuImlDw,God bless you all! ???
fBZcZuImlDw,???????????????????????
fBZcZuImlDw,"These stories are so heart breakingly sad ??, but I'm always thankful for you saving them! I just don't understand why so many dogs get hurt over there....WHAT DO THEY DO TO THEM?????"
fBZcZuImlDw,Bless you all!! I swear if I won the lottery I would personally hand you a check to improve your facility to the fullest and provide you with whatever care you needed to keep doing everything you and your wonderful helpers do!! God be with you and your loved ones always????
fBZcZuImlDw,Such a sad and lovely video. Oh man I'm crying ?????
fBZcZuImlDw,YWe AND Jellybean Thank You ????????
fBZcZuImlDw,OH MY GOD MY HEART NOOOOOO ??????????
fBZcZuImlDw,God bless you all my brothers.
fBZcZuImlDw,"God bless the Angels walking around earth, saving these innocent babies ?????"
fBZcZuImlDw,Omg I'm so proud of you
fBZcZuImlDw,I wish I had known you existed before I got old. I'd be part of your program. I cannot think of a better way to live! Saving defenseless animals.
fBZcZuImlDw,"You are all wonderful people.. God bless you, always."
fBZcZuImlDw,?????thanks you for your kindness to this puppy.
fBZcZuImlDw,Rinse it with boiling water! I'll be up in a minute! Can still run
fBZcZuImlDw,You guys should also make videos about how people can help these animals who are in pain. Some procedures we could follow to help those in need.
fBZcZuImlDw,Me: EHHhHhhH sniff EHhHhHH
fBZcZuImlDw,You guys have a biiggg heart ?
fBZcZuImlDw,I actually cried at the start
fBZcZuImlDw,Poor sweet baby?. Thank you for taking good care of her. Bless you guys.
fBZcZuImlDw,"This is very heartbreaking!!! PLEASE PLEASE PLEASE continue to protect and rescue these innocent, loving animals! They need you guys! THANK YOU SO MUCH for doing what y'all do. I donated right after watching this video, to show my appreciation and support. Please everyone else, donate to this organization to help keep them doing what they do. Anything makes a difference! Thank you!!!"
fBZcZuImlDw,You guys are angels for theses animals 
fBZcZuImlDw,Thank you for helping them
fBZcZuImlDw,02:12:00 AM
fBZcZuImlDw,Their tails are like helicopters
fBZcZuImlDw,Bless you for saving this little cutie ?????????????
fBZcZuImlDw,You guys are just amazing!
fBZcZuImlDw,We need more animals aid like NGO's in india....or if there is NGO in your city support them
fBZcZuImlDw,Really I don't have any words u people are doing great job God bless you and your family u people are real angles
fBZcZuImlDw,is no one gonna talk about how much blood there was?!
fBZcZuImlDw,god bless to your team ..u r doing so so great work...proud of u
fBZcZuImlDw,I love de videos at first I cried ? but at de end I was happy
fBZcZuImlDw,I swear im crying right now i hope that for Every animal things Will Get better ??????
fBZcZuImlDw,Aww thank you for saving that little puppy
fBZcZuImlDw,"I simply love you guys, nothing else to say ??"
fBZcZuImlDw,Thank you for saving her I am litterly crying buckets right now if I was that dog you saved I would be so thankful for being alive so I just wanted you to know I am so thankful for everyone that helped save her and now I really hope that jellybean has a good home and this never happens again
fBZcZuImlDw,Yes and ever!! Love you guys !! You are amazing !!???????????
fBZcZuImlDw,"People are fighting over tseries and pewdipie, but i bet not even one of them knows about this incredible channel and these incredible people. I love u animal aid. And when someday i grow up, i will make a huge donation to u guyz. Keep up the love??????????????????????????"
fBZcZuImlDw,"Good job, just NICE guys!"
fBZcZuImlDw,yeah keep feeding them on the road lol
fBZcZuImlDw,AWWWW did you see that big smile? 2:24 ?
fBZcZuImlDw,I thought it was red slime but when the guy picked up ohhhhhh I realized it was actually real blood
fBZcZuImlDw,ANGELS  from earth saved that dog.. ???
fBZcZuImlDw,"I'm not a fan of dogs, but this video made me love them :3 ??????????"
fBZcZuImlDw,|
fBZcZuImlDw,|
fBZcZuImlDw,v
fBZcZuImlDw,"I'm not a fan of dogs, but this video made me love them :3 ??????????"
fBZcZuImlDw,|
fBZcZuImlDw,|
fBZcZuImlDw,v
fBZcZuImlDw,I cried happyly at the end
fBZcZuImlDw,Love this work..God bless u
fBZcZuImlDw,"That adorable puppy would have died if it wasn’t for you guys. God bless you, and every animal you save, wouldn’t have a life to live if it wasn’t for Animal Aid Unlimited."
fBZcZuImlDw,Billions times solute to u and ur team bro doing fantastic great job lots respect and love from Pakistan
fBZcZuImlDw,Tell me where your from I will give you 90 million cash for saving the poor puppy
fBZcZuImlDw,bro why u no put ads in ur vids i would gladly watch a 1minute ad if it makes you guys money!!
fBZcZuImlDw,"??? ??? ??? ????????, ??????? !!! ?? ????? ?????? ??????? ??????????, ? ??? ???? ??????. ? ????? ?????????? ??? , ?? ???? ????????."
fBZcZuImlDw,1:52 is happiest part of this video ???
fBZcZuImlDw,What if my dog wasn’t dead and I thought it was noooooo please don’t be I would feel so horrible
fBZcZuImlDw,they  didn't care about the food they just wanted to say thank you so much for saving my little baby
fBZcZuImlDw,God bless all of you
fBZcZuImlDw,God bless you.. enough said?
fBZcZuImlDw,That was agreat job??????????
fBZcZuImlDw,I wish I could donate but I’m only 12 ??
fBZcZuImlDw,Great work sir..you are all great people..god bless you sir..?????????
fBZcZuImlDw,It would really help their organization by making their videos at least ten minutes long.
fBZcZuImlDw,You guys do remarkable things. Thank you for your love and care for animals. You and your team are a gift from god.
fBZcZuImlDw,Bless all those who do this ?? Good people!
fBZcZuImlDw,how can i help? plz tell me..i also want to be a part of this great job...
fBZcZuImlDw,If I find the one who flipped the puppy's neck I'm gonna find them and flip Their neck!
fBZcZuImlDw,I love happy endings
fBZcZuImlDw,For a moment I was like ?
fBZcZuImlDw,No one can describe your goodness in words?.....love you guyz so much?
fBZcZuImlDw,I really dont feel anything anymore.
fBZcZuImlDw,Awesome thank you....so beautiful...
fBZcZuImlDw,You love animals save animals take care animal
fBZcZuImlDw,I swear...my allah will help u till  endever bcz u care his creation and allah loves who loves his creations
fBZcZuImlDw,We need more people like you thanks so much for helping the poor
fBZcZuImlDw,It is so heartbreaking what happens to our beautiful animals; God bless them and those that care for them !
fBZcZuImlDw,Poor dog i really feel bad at start but now the dog is okay! Thank you for helping the dog kind man.
fBZcZuImlDw,At first to me it looked like a sauce
fBZcZuImlDw,Thank you for your help with Pete I love you guys
fBZcZuImlDw,thanks for doing this all god bless you and your family
fBZcZuImlDw,People that ignore these animals are cruel just watching tm suffer on the floor while they stuff their fatasses with food
fBZcZuImlDw,Thank you for rescued animals ??
fBZcZuImlDw,Shes a strong dog??
fBZcZuImlDw,U guys r amazing. Allah may bless u.
fBZcZuImlDw,"Thank ALLAH, and thank you so much guys."
fBZcZuImlDw,Thanks a lot you are very kind and i am crying for all the dogs you have saved just thank you !?????
fBZcZuImlDw,I cried ?
fBZcZuImlDw,"stop funding for military power, fund them!!"
fBZcZuImlDw,"@ Animal Aid Unlimited, Whenever I watch your videos I just think to myself (usually while I'm crying) how much I love all you that work there. My mother travels to India often. She is in love with India! I keep telling her I hope one day I will have the money to go with her to India. If I do, we'll not if, but when I do, I so want to volunteer at your wonderful organization and meet the compassionate people I watch in your videos taking such loving care of all the animals you do. Sending love, hugs, and great gratitude to you all. ??"
fBZcZuImlDw,You are the best! Thank you!
fBZcZuImlDw,Who liked the video even before it started
fBZcZuImlDw,When they found him he looked so so hurt
fBZcZuImlDw,Um abraço grande meus amigos queridos.
fBZcZuImlDw,Parabéns!
fBZcZuImlDw,This is so sad ? until it became happy
fBZcZuImlDw,Thank you so much for saving that poor puppy
fBZcZuImlDw,"when you give a beautiful animal to it, it will also bring it back to you."
fBZcZuImlDw,LIKE IF YOU ARE ANIMAL LOVER
fBZcZuImlDw,thx so much foe saveing here
fBZcZuImlDw,Try saving this dogs from Nguyen Loi TV on youtube
fBZcZuImlDw,Wow i'm so happy Puppy is Live long ??????
fBZcZuImlDw,You are the real super Heroes....selute you ?????????
fBZcZuImlDw,"Happy tears!! Thank you for saving this baby. God bless you, Animal Aid!!! ???"
fBZcZuImlDw,So damn incredible ??
fBZcZuImlDw,I am waiting for the favorite Animal Behavior to help her ? 1:33
fBZcZuImlDw,Guys u r doin really really gr8 work ? jst don't stop ur work my kind request ?? jst keep goin ur doin incredible work gbu ppl
fBZcZuImlDw,What the hell happened dude!!!!!
fBZcZuImlDw,"I think the name of the channel, could change to: The Angels of heaven working in the earth! "
fBZcZuImlDw,We need more love with the others and animals
fBZcZuImlDw,Omg ?? that por poppy
fBZcZuImlDw,Once I get some cash Im seding it your way
fBZcZuImlDw,God bless all the little souls amen ?
fBZcZuImlDw,"Wear gloves grab the body by the legs, pick up, drop to the side of the road and go away !"
fBZcZuImlDw,"When they said ""Her mommy thanks you,"" I literally let out a cry."" Thank you Animal Aid ??"
fBZcZuImlDw,Omg.. i dont know how you do it but you are ANGELS!!!!! ?????
fBZcZuImlDw,Imagin if we can help the poor......
fBZcZuImlDw,The bagger.....
fBZcZuImlDw,The homeless.....
fBZcZuImlDw,What a peaceful world
fBZcZuImlDw,? what i love puppy omg i hope the dog is ok
fBZcZuImlDw,You guys are the best people in the world. Keep up the good work ????
fBZcZuImlDw,"Dont skip ads so, they make money"
fBZcZuImlDw,Poor her :c
fBZcZuImlDw,"I think she fell or tripped but If somebody did it, I would call the police if I was there."
fBZcZuImlDw,"Oh wow ???? amazing , omg you are like God"
fBZcZuImlDw,Thank you guys!
fBZcZuImlDw,Thanks for saving him
fBZcZuImlDw,"1:54.... It's not only that her ""Mother"" said ""Thank you""...... It's actually ""God"" said ""Thank you"" to u guys.... ???"
fBZcZuImlDw,Not long ... you will come back storng  ... ????
fBZcZuImlDw,I LOVE YOUR VIDEOS!!!
fBZcZuImlDw,KEEP UP THE GREAT WORK!!!
fBZcZuImlDw,SIDENOTE...
fBZcZuImlDw,"HEY, INDIA!!!"
fBZcZuImlDw,"You are a angels, thanks you!"
fBZcZuImlDw,??????????
fBZcZuImlDw,"THANK YOU, THANK YOU, THANK YOU, FOR HELPING MAN'S BEST FRIEND."
fBZcZuImlDw,But happy ending!
fBZcZuImlDw,Thank you :)))))))))
fBZcZuImlDw,"??? ???? ???,??? 3???????? ??? ?? ??? 3:26"
fBZcZuImlDw,Thank you for making the world a better place ?
fBZcZuImlDw,Sir please make your branch in Punjab Amritsar there is lot of animal seeking help to you
fBZcZuImlDw,kindness is so simple. be careful for what you say or do always live life you want too live.
fBZcZuImlDw,Thankyou for saving dog life???
fBZcZuImlDw,"probably staged like amazing KM daily, stop abusing animals for views"
fBZcZuImlDw,I love u guys! U need more support!we need more people like u!there should be an animal aid for every country!
fBZcZuImlDw,Thank you so much for saving her live!
fBZcZuImlDw,wow the dog thanks to you concerning mans you do your help
fBZcZuImlDw,Thanku??
fBZcZuImlDw,"Poor baby, hope he is still okay now ?!"
fBZcZuImlDw,Animal Aid Helpers.....I love you all for what you do. You are truly God's Angels....true Angels ??????
fBZcZuImlDw,I can’t express how much I love you guys. You save so many lives and it’s people like you who (in my opinion)are the best in the world. Jellybean and all the other animals you have saved look so happy and grateful in the end.Really well done. You’re absolutely fantastic.
fBZcZuImlDw,You are animal angels ???
fBZcZuImlDw,Omhyy. ...i found gods ? now my soul is free
fBZcZuImlDw,OMG so sad ??
fBZcZuImlDw,Great job bro god bless u dear
fBZcZuImlDw,God bless you guys you are so awesome and deserve so much good!!!!
fBZcZuImlDw,God bless these people who do this mission
fBZcZuImlDw,guy as the human being can be such a cruel race as well
fBZcZuImlDw,nice work ?????
fBZcZuImlDw,??????????????????????????????????????????????????????????
fBZcZuImlDw,Love u friends u tell the world how humanity look like
fBZcZuImlDw,God bless each of you who have a good heart.
fBZcZuImlDw,Mama dog was smiling ??
fBZcZuImlDw,Thank God good job to all keep going on iwill support u guys
fBZcZuImlDw,?? ????? ???????!!! ???-?? ? ??? ?????? ?
fBZcZuImlDw,How could people just leave poor innocent animals out on the streets like that it hurts my heart to know that this happens to them but this channel is making me try to believe there's people out there like these people and I'm just so relived and thankful for all the people who want to help
fBZcZuImlDw,IM so proud that in the world are still good humans thank you for make the world better
fBZcZuImlDw,I am 9 years old and when I am older I will be a animal rescue so I can save animals....?
fBZcZuImlDw,Love the way .. you guys are rock..
fBZcZuImlDw,Tears in eyes!!!
fBZcZuImlDw,Thank you so much???
fBZcZuImlDw,"Omg they aren't people, they are angels"
fBZcZuImlDw,Happy Endings ????
fBZcZuImlDw,BEST WORKED....___
