channel,section,playlist,video,link,time,views,publication date,likes,dislikes,description
psivewri,no sections,Reviews & Unboxings,"This $3,000 Laptop is now $30!",https://youtu.be/_ulJT4fSLVA,3:54,421309, aug 2017,5001,311,"Recently I picked up this Apple iBook G3 for only $30. When it came out in 2001 it cost $2,995 in Australia! Adjusted for inflation it cost a whopping $4,376! Over 100x what I paid for it :)► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087► Check out the video on the free Lenovo: https://youtu.be/TZgdlrxncbo► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow Me :) https://twitter.com/NathanPSI""Secrets of the Schoolyard""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b...► This $3,000 Laptop is now $30!! https://youtu.be/_ulJT4fSLVA"
psivewri,no sections,Reviews & Unboxings,Apple's Last Ever CRT Display!,https://youtu.be/3NkYANkRPJg,5:21,361915, juuni 2019,10 359,367,"Back in July of 2000, Apple released their very last CRT Studio display. Let's clean one up and see if it's still usable today :) ► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087► Follow me on Social MediaTwitter 🐦 https://twitter.com/NathanPSIInstagram 📸 https://www.instagram.com/nathan_sive...Music Used:""Jellyfish in Space""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,This $150 Apple Macbook Pro is Awesome!,https://youtu.be/Sw1IFfosR0E,10:19,330965, aug 2019,8444,211,"Today we're going to restore and upgrade this $150 Macbook Pro from eBay. Join me as we clean it, upgrade it and use a little bit of eucalyptus oil ;) #apple #macbook #pro ► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087► Follow me on Social MediaTwitter 🐦 https://twitter.com/NathanPSIInstagram 📸 https://www.instagram.com/nathan_sive...Full Laptop Specifications (Spoilers):Intel Core i7-3720QM 2.6GHz8GB DDR3 1,600MHz Ram120GB Kingston A400 SSD (Originally 750GB HDD)1GB Nvidia 650M Graphics15.4"" 1440x900 IPS DisplayMusic Used:""Jazz Brunch ""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,Using a $190 Mac Pro?,https://youtu.be/GpXIp0xquJ4,3:19,311367,nov 2017,4248,190,"Recently I bought a 2006 Apple Mac Pro 1.1 for $190. How does it perform doing modern tasks like gaming, video editing and playing YouTube in 2017? Come along and watch the video to find out :)► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow Me :) https://twitter.com/NathanPSIHere are the specifications:2x Dual Xeon 5150 2.66GHz CPUs14GB of DDR 2 Memory1GB ATI Radeon 57701x 320GB Hard diskMac OS 10.7.5""Kawai Kitsune""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b...► Check out my video Using a $190 Mac Pro in 2017 :) https://youtu.be/GpXIp0xquJ4"
psivewri,no sections,Reviews & Unboxings,The Best CHEAP UltraWide Monitor? LG 25UM58-P (REVIEW),https://youtu.be/6i_MJshIonA,3:26,305067,veebr 2017,2620,85,"If you've enjoyed a like would be amazing :)► Follow Me :) https://twitter.com/NathanPSI► Subscribe for more! https://goo.gl/hfDQ9K ► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087Thanks to Alex for the gameplay :) My name Jeff https://www.youtube.com/user/Smashbot...Can this cheap UltraWide LG 25UM58-P monitor live up to its really affordable price tag? ($189 AUS). Will it handle games and media? Iet's find out in this review!""Special Spotlight""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,This FREE Laptop is better than you might think! - Lenovo X230 [4K],https://youtu.be/9A-YupmFBck,2:39,304466, juuli 2017,3328,229,"Recently I was given this beat up / broken Lenovo Thinkpad X230 Laptop for free. The screen was snapped off and the chassis had been snapped/cracked in several places. After putting it back together it was better than you might have thought :) ► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :DSpecifications:Intel Core i5-3210M 2.5GHz8GB DDR3 1,600MHz ramIntel HD 4000 Graphics128GB SSD12.5"" 1366x768 TFT DisplayUSB 3.0, SD-HC Card reader, WIFI, bluetooth""Secrets of the Schoolyard""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,Using a $30 iPhone 3GS in 2017,https://youtu.be/u589Xf86tRc,3:41,302972,sept 2017,4312,267,"Is this $30 Apple iPhone 3GS from 2009 still usable today in 2017? Let's find out in this video :)► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow Me :) https://twitter.com/NathanPSI""Ice Flow""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,I Bought Untested Vintage Apple Laptops From eBay!,https://youtu.be/0Krgt0tv3BA,5:48,263645, märts 2019,5830,177,"Recently I bought a pair of untested vintage Apple laptops from eBay. I ended up with a Powerbook G4 Titanium as well as a 466MHz Clamshell iBook G3. Do they work? Let's find out :)► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow me on Twitter and Instagram for updates and information :)Twitter 🐦 https://twitter.com/NathanPSIInstagram 📸 https://www.instagram.com/nathan_sive...Specs of the Laptops:Apple Powerbook G4 Titanium M5884400MHz PPC G4 7410768MB ram10GB Hard diskApple iBook G3 Clamshell M6411466MHz PPC G3 750cx64MB Ram10GB Hard diskMusic Used:""Jellyfish in Space""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,I Bought 2 Macbook Airs For $100! Big Mistake?,https://youtu.be/AnHi0RY10X8,5:42,256039, apr 2019,5448,195,"Recently I bought 2 Apple Macbook Airs off of eBay for $100. Was it worth it? Or was it a big mistake? Let's find out :)► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow me on Twitter and Instagram for updates and information :)Twitter 🐦 https://twitter.com/NathanPSIInstagram 📸 https://www.instagram.com/nathan_sive...Full Specs of the Macbook Airs1.6GHz and 1.8GHz Intel Core 2 Duo2GB 667MHz DDR2 Ram (not removable)80GB 4,200RPM 1.8"" Hard DisksIntel GMA X3100 144MB Graphics""Loopster""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,"Apple's $7,500 Laptop From 2002!",https://youtu.be/KI4R4gZ6DC4,10:35,246821, okt 2019,5765,211,"Recently I was sent a box of old Apple Laptops, one of them is the high end custom configuration G4 Powerbook from 2002. Originally costing well over $7,500 Australian dollars! Let's check it out :)Thanks to Pendleton for sending these over! Check out his channel here!► https://www.youtube.com/channel/UChT0...► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087Laptop Specifications:PowerPC G4 7451 800MHz CPU1GB PC133MHz Ram60GB ATA Hard Disk15.2"" 1280x854 DisplayMusic Used:""Jazz Brunch ""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,Using The Original 'Cheese Grater' Power Mac G5!,https://youtu.be/xEeS3brxBJg,13:49,244522, juuni 2019,5943,173,"Today we are upgrading and fixing up this 2005 Apple Power Mac G5 that I got in a large lot of computers. Can it still be useful and usable in 2019? Let's find out ;)  #Apple #PowerMac #G5 #Mac► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087► Follow me on Social MediaTwitter 🐦 https://twitter.com/NathanPSIInstagram 📸 https://www.instagram.com/nathan_sive...Full Power Mac G5 Specifications after upgrades **spoilers**2x 2.0GHz PowerPC G5 750fx Processors4GB of PC3200 DDR 400MHz Ram120GB SATA 3 Kingston SSD128MB ATI Radeon 9600 Graphics CardMac OS 10.5.8 LeopardMusic Used:""Jazz Brunch ""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,What Happened to Apple iPods?,https://youtu.be/vvM43wpf1lY,4:41,235067, sept 2017,4747,195,"Whatever happened to iPods? Be it a shuffle, touch, a nano or a classic you don't see them around much anymore. Today let's explore what happened to Apple iPods :)► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow Me :) https://twitter.com/NathanPSI""Danse Morialta""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b...► Whatever happened to Apple iPods? https://youtu.be/vvM43wpf1lY"
psivewri,no sections,Reviews & Unboxings,Is This $150 Macbook Pro Still Good?,https://youtu.be/5_yzy5pKXWw,4:01,231169, nov 2017,4152,113,"How good can an old 2009 13"" Apple Macbook Pro be? Let's test it out and see how it performs :)► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow Me :) https://twitter.com/NathanPSI""Too Cool""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,Using Apple's Pro Desktop... From 20 Years Ago!,https://youtu.be/rEhJdBb81q8,10:43,210505,dets 2019,6164,217,"On January 5th, 1999, Apple released the Blue & White PowerMac G3. Let's try restoring and using one today :) #Apple #PowerMac #G3► Follow me on Social MediaTwitter 🐦 https://twitter.com/NathanPSIInstagram 📸 https://www.instagram.com/nathan_sive...► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087Music Used:""Past Sadness""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,Fixing Up A Broken Apple Powerbook From 1999!,https://youtu.be/MMrEAd94tIY,10:13,202859, mai 2019,5297,114,"I bought a broken $25 Apple Powerbook G3 off of ebay, Let's clean it up and see if we can fix it! ► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow me on social mediaTwitter 🐦 https://twitter.com/NathanPSIInstagram 📸 https://www.instagram.com/nathan_sive...Powerbook G3 Specifications:400MHz PowerPC 750 G3 Processor8MB ATI Rage Mobility GPU14.1"" TFT 1024x768 Display60GB ATA Hard Disk (originally 6GB)640MB PC100 SDRAMMusic Used:""Lobby Time""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,Can you game on a $105 Laptop?,https://youtu.be/46Yp_ZLxRjg,3:51,192514, jaan 2018,2779,85,"I bought this Lenovo T420 laptop off of eBay for $105. Can you play games on it? Let's find out :)► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow Me :) https://twitter.com/NathanPSI""Andreas Theme"" Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0 Licensehttp://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,The Strongest $55 Laptop Ever?,https://youtu.be/1hOledVfhXk,7:07,186238, dets 2017,3922,101,"Recently I picked up the Getac P470 Rugged Laptop for $55 on eBay. How durable is it? Is it still usable? Can you game on it? Let's find out :)► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087► Backup Drives - Seagate 6TB https://amzn.to/2O2Y1sH► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow Me :) https://twitter.com/NathanPSIMusic Used:""Too Cool""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,Using Apple's Cheapest iMac... From 10 Years Ago!,https://youtu.be/SNB0ZG4pdTs,10:33,182934, nov 2019,5726,143,"Can we restore and use Apple's cheapest iMac from 2009? Let's find out :) #Apple #iMac #Restoration ► Follow me on Social MediaTwitter 🐦 https://twitter.com/NathanPSIInstagram 📸 https://www.instagram.com/nathan_sive...► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087Music Used:""Past Sadness""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,Someone Threw Out This Broken Laptop… Let’s Fix It!,https://youtu.be/HhMB6rahj0w,7:11,180169, märts 2019,4817,99,"Recently I came across this vintage 2001 Toshiba Satellite 1730 laptop being thrown out. It's broken, but can we fix it? Let's find out :)► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087► Follow me on Twitter and Instagram for updates and information :)Twitter 🐦 https://twitter.com/NathanPSIInstagram 📸 https://www.instagram.com/nathan_sive...► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :DSpecifications of the laptop:Intel® Celeron™ processor 700MHz128MB of PC100 Ram10.0GB IDE hard disk drive24X max. speed CD-ROM1.44 MB floppy diskette drive4MB ATI Mobility-C graphics 13.0” diagonal color 800x600 displayMusic used:""George Street Shuffle""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,Restoring A Windows 98 Gateway 2000 PC!,https://youtu.be/RW1JN8a30NE,17:12,171461,okt 2019,5326,130,"Years ago I found this old Gateway G6-300 desktop computer being thrown out. It's finally time to give it some TLC and restore it to its former glory :) #retro #Windows98 #Gateway► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087► Follow me on Social MediaTwitter 🐦 https://twitter.com/NathanPSIInstagram 📸 https://www.instagram.com/nathan_sive...System Specifications:300MHz Intel Pentium II with MMX256MB 133MHz SD-Ram40GB Seagate Hard Disk4MB Nvidia Riva 128 (Prior to upgrade)Music Used:""Jazz Brunch ""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,"The best $299 laptop in 2017? - Lenovo Ideapad 100S 14"" (REVIEW) [Budget Laptop]",https://youtu.be/H96dRvm4NzU,5:22,162982,jaan 2017,1527,63,"► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087Stylish design, check. Long battery life, check. Is this Lenovo Ideapad 100S 14IBY the best budget laptop you can buy for $299 ($215 US)?Is it ideal for school, education and people on the go? With an Intel Celeron N3060 processor clocked at 1.6Ghz, 4GB of ram, solid build quality, long battery life and thin design, can it prove its worth? Let's find out!► Subscribe for more! https://goo.gl/hfDQ9KLinks to buy one:Officeworks (AUS): https://goo.gl/FVRQoTJB HIFI (AUS): https://goo.gl/0h1x4uFeatures:Processor: Intel Celeron N3060 Dual Core ProcessorRAM: 4 GB, DDR3L 1,600 MHzStorage: 32 GB Flash DriveGraphics: Intel HD Graphics 400Screen: 14"" LCD display, 1366 x 768Operating System: Microsoft Windows 10Dimensions: 337.4 x 237.2 x 18.6 mm, 1.5 kgModel Number: 100-14IBYBrand: LenovoMusic:""Electro Cabello""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,"This $50 Mac Originally Cost $6,995!",https://youtu.be/TZ9hrdvmev4,3:25,161175, aug 2017,2869,110,"Yesterday I picked up this Power Mac G4 for $50, originally the screen and machine cost around $6,995! Let's see whether it is still usable :)► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow Me :) https://twitter.com/NathanPSI""Voice Over Under""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,Gaming On A $35 Laptop From eBay!,https://youtu.be/iQP81nimDw8,5:06,160239,märts 2019,4165,158,"Today we are going to try and game on a $35 HP 11.6"" laptop I purchased off of eBay. Is it up to the task? Let's find out :) ► Send me stuff here!Nathan SivewrightParcel Collect 10045 46100Shop 3, 50 O.G RoadKLEMZIG SA 5087► Subscribe for more! https://goo.gl/hfDQ9K ► If you’ve enjoyed feel free to leave a like :D► Follow me on Twitter and Instagram for updates and information :)Twitter 🐦 https://twitter.com/NathanPSIInstagram 📸 https://www.instagram.com/nathan_sive...Specifications of the laptop:Intel Core i3-3217U dual core @ 1.8GHz2GB of DDR3 memory (before the upgrade)320GB Hard Disk11.6"" 1366x768 DisplayMusic used:""Eternity""Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 3.0http://creativecommons.org/licenses/b..."
psivewri,no sections,Reviews & Unboxings,YouTube,https://www.youtube.com//watch?v=GSZvZ6oYX6s&list=PLktXYI_AhGMayhBIo7pnBq0J4dNP2MRro&index=35&t=0s,3:17,,,,,
